Stkcd,Reptdt,S0301a,,,,,S0302a,S0303a,S0304a,S0305a,S0306a
300195,2018-09-30,中国工商银行股份有限公司,嘉实惠泽定增灵活配置混合型证券投资基金,,,,3336344 ,3,0.77,流通A股,10
300196,2018-09-30,杨鹏威,,,,,170474412 ,1,40.16,"未流通股,流通A股",1
300196,2018-09-30,杨国文,,,,,43200000 ,3,10.18,"未流通股,流通A股",2
300196,2018-09-30,江苏长海复合材料股份有限公司回购专用证券账户,,,,,10807397 ,3,2.55,流通A股,3
300196,2018-09-30,中国人民财产保险股份有限公司,传统,普通保险产品,,,10026495 ,3,2.36,流通A股,4
300196,2018-09-30,常州产业投资集团有限公司,,,,,9111616 ,3,2.15,流通A股,5
300196,2018-09-30,天治基金,浦发银行,爱建信托,爱建天治浦发1号集合资金信托计划,,8180726 ,3,1.93,流通A股,6
300196,2018-09-30,民生通惠资产,民生银行,民生通惠新汇三号资产管理产品,,,5182600 ,3,1.22,流通A股,7
300196,2018-09-30,招商银行股份有限公司,东方红优享红利沪港深灵活配置混合型证券投资基金,,,,4758694 ,3,1.12,流通A股,8
300196,2018-09-30,全国社保基金一一八组合,,,,,3860076 ,3,0.91,流通A股,9
300196,2018-09-30,长安基金,中信银行,长安,中信银行权益策略1期1号资产管理计划,,3000000 ,3,0.71,流通A股,10
300197,2018-09-30,刘水,,,,,951961911 ,1,41.76,"未流通股,流通A股",1
300197,2018-09-30,中泰创展(珠海横琴)资产管理有限公司,,,,,113552404 ,1,4.98,流通A股,2
300197,2018-09-30,乌鲁木齐木胜股权投资合伙企业(有限合伙),,,,,56924298 ,1,2.5,流通A股,4
300197,2018-09-30,陈子舟,,,,,32714982 ,1,1.44,"未流通股,流通A股",6
300197,2018-09-30,李大海,,,,,31857240 ,1,1.4,"未流通股,流通A股",7
300197,2018-09-30,张衡,,,,,23714247 ,1,1.04,"未流通股,流通A股",8
300197,2018-09-30,陈阳春,,,,,21730836 ,1,0.95,"未流通股,流通A股",9
300197,2018-09-30,华泰证券股份有限公司,,,,,15265627 ,3,0.67,流通A股,10
300197,2018-09-30,兴业国际信托有限公司,兴业信托,铁汉生态2号员工持股集合资金信托计划(第2期),,,60015106 ,3,2.63,流通A股,3
300197,2018-09-30,兴业国际信托有限公司,铁汉生态2号员工持股集合资金信托计划(第1期),,,,35738652 ,3,1.57,流通A股,5
300198,2018-09-30,陈志江,,,,,267756274 ,1,25.96,"未流通股,流通A股",1
300198,2018-09-30,张晓樱,,,,,95240280 ,1,9.23,流通A股,2
300198,2018-09-30,刘荣旋,,,,,60279335 ,1,5.84,流通A股,3
300198,2018-09-30,陈月清,,,,,53331000 ,3,5.17,流通A股,4
300198,2018-09-30,林绿茵,,,,,43303660 ,3,4.2,流通A股,5
300198,2018-09-30,饶张义,,,,,9770700 ,3,0.95,流通A股,6
300198,2018-09-30,钱明飞,,,,,5033000 ,3,0.49,流通A股,7
300198,2018-09-30,刘炜,,,,,5000000 ,3,0.48,流通A股,8
300198,2018-09-30,陈雯,,,,,4539900 ,3,0.44,流通A股,9
300198,2018-09-30,陕西省国际信托股份有限公司,陕国投·增盈1号证券投资集合资金信托计划,,,,4164900 ,3,0.4,流通A股,10
300199,2018-09-30,曾少贵,,,,,237084389 ,1,25.54,"未流通股,流通A股",1
300199,2018-09-30,曾少强,,,,,179861135 ,1,19.37,"未流通股,流通A股",2
300199,2018-09-30,曾少彬,,,,,38608032 ,1,4.16,"未流通股,流通A股",3
300199,2018-09-30,新疆丰庆股权投资合伙企业(有限合伙),,,,,26874000 ,1,2.89,流通A股,4
300199,2018-09-30,中国建设银行股份有限公司,华夏医疗健康混合型发起式证券投资基金,,,,11379229 ,3,1.23,流通A股,5
300199,2018-09-30,中国证券金融股份有限公司,,,,,10667524 ,3,1.15,流通A股,6
300199,2018-09-30,中央汇金资产管理有限责任公司,,,,,10056900 ,3,1.08,流通A股,7
300199,2018-09-30,中国工商银行股份有限公司,易方达创业板交易型开放式指数证券投资基金,,,,8165990 ,3,0.88,流通A股,8
300199,2018-09-30,中国人民财产保险股份有限公司,传统,普通保险产品,,,7188411 ,3,0.77,流通A股,9
300199,2018-09-30,中国银行股份有限公司,工银瑞信医疗保健行业股票型证券投资基金,,,,6955365 ,3,0.75,流通A股,10
300200,2018-09-30,高金技术产业集团有限公司,,,,,62139600 ,3,23.84,流通A股,1
300200,2018-09-30,北京燕山高盟投资有限公司,,,,,25542000 ,1,9.8,流通A股,2
300200,2018-09-30,广州诚信投资控股有限公司,,,,,14403292 ,3,5.53,未流通股,3
300200,2018-09-30,武汉汇森投资有限公司,,,,,11103699 ,3,4.26,未流通股,4
300200,2018-09-30,唐小林,,,,,8689676 ,3,3.33,未流通股,5
300200,2018-09-30,北京高盟新材料股份有限公司,第一期员工持股计划,,,,7682174 ,3,2.95,未流通股,6
300200,2018-09-30,王子平,,,,,5850000 ,3,2.24,"未流通股,流通A股",7
300200,2018-09-30,北京壹人资本管理有限公司,壹人资本1号私募证券投资基金,,,,5657648 ,3,2.17,流通A股,8
300200,2018-09-30,中国人民人寿保险股份有限公司,传统,普通保险产品,,,5300303 ,3,2.03,流通A股,9
300200,2018-09-30,胡余友,,,,,5172330 ,3,1.98,未流通股,10
300201,2018-09-30,江苏省机电研究所有限公司,,,,,214868415 ,1,20.96,流通A股,1
300201,2018-09-30,MEI TUNG(CHINA) LIMITED,,,,,139554261 ,3,13.61,流通A股,2
300201,2018-09-30,杨娅,,,,,63103090 ,1,6.16,"未流通股,流通A股",3
300201,2018-09-30,丁剑平,,,,,45221322 ,1,4.41,"未流通股,流通A股",4
300201,2018-09-30,深圳市君鼎兴富基金管理有限公司,泰德兴富1号私募投资基金,,,,19756986 ,3,1.93,流通A股,5
300201,2018-09-30,新疆盛世乾金股权投资合伙企业(有限合伙),,,,,11926786 ,3,1.16,未流通股,6
300201,2018-09-30,徐州国瑞机械有限公司,,,,,10255000 ,1,1,流通A股,7
300201,2018-09-30,印叶君,,,,,10233901 ,1,1,流通A股,8
300201,2018-09-30,深圳市中亚图投资合伙企业(有限合伙),,,,,9230567 ,1,0.9,未流通股,9
300201,2018-09-30,田国辉,,,,,8214668 ,1,0.8,流通A股,10
300202,2018-09-30,柳永诠,,,,,155002096 ,1,28.21,"未流通股,流通A股",1
300202,2018-09-30,新疆科大聚龙集团股权投资有限合伙企业,,,,,114368112 ,1,20.81,流通A股,2
300202,2018-09-30,周素芹,,,,,36288000 ,1,6.6,流通A股,3
300202,2018-09-30,全国社保基金四零一组合,,,,,16000009 ,3,2.91,流通A股,4
300202,2018-09-30,张奈,,,,,9720000 ,3,1.77,"未流通股,流通A股",5
300202,2018-09-30,林慧婵,,,,,6988500 ,3,1.27,流通A股,6
300202,2018-09-30,华鑫国际信托有限公司,华鑫信托·价值回报2号证券投资集合资金信托计划,,,,6594590 ,3,1.2,流通A股,7
300202,2018-09-30,李锡锋,,,,,5740110 ,3,1.04,流通A股,8
300202,2018-09-30,深圳东方君正资本管理有限公司,长阳一号私募证券投资基金,,,,4675653 ,3,0.85,流通A股,9
300202,2018-09-30,李伟彬,,,,,4114181 ,3,0.75,流通A股,10
300203,2018-09-30,浙江睿洋科技有限公司,,,,,111523200 ,1,24.65,流通A股,1
300203,2018-09-30,浙江普渡科技有限公司,,,,,57741600 ,1,12.76,流通A股,2
300203,2018-09-30,香港中央结算有限公司,,,,,56216838 ,3,12.42,流通A股,3
300203,2018-09-30,GIC PRIVATE LIMITED,,,,,20052567 ,3,4.43,流通A股,4
300203,2018-09-30,ISLAND HONOURLIMITED,,,,,15698800 ,3,3.47,流通A股,5
300203,2018-09-30,TEMASEK FULLERTON ALPHA PTELTD,,,,,5580580 ,3,1.23,流通A股,6
300203,2018-09-30,中国工商银行股份有限公司,易方达创业板交易型开放式指数证券投资基金,,,,5478530 ,3,1.21,流通A股,7
300203,2018-09-30,摩根士丹利投资管理公司,摩根士丹利中国A股基金,,,,4656400 ,3,1.03,流通A股,8
300203,2018-09-30,中国工商银行,嘉实策略增长混合型证券投资基金,,,,4287058 ,3,0.95,流通A股,9
300203,2018-09-30,中国建设银行股份有限公司,融通新能源灵活配置混合型证券投资基金,,,,4237528 ,3,0.94,流通A股,10
300204,2018-09-30,香塘集团有限公司,,,,,92181046 ,1,19.33,流通A股,2
300204,2018-09-30,拉萨开发区香塘同轩科技有限公司,,,,,15690611 ,3,3.29,流通A股,3
300204,2018-09-30,华泰证券资管,招商银行,华泰聚力16号集合资产管理计划,,,9382600 ,3,1.97,流通A股,4
300204,2018-09-30,北京华高永利资产管理有限公司,华高永利2号私募证券投资基金,,,,6828140 ,3,1.43,流通A股,5
300204,2018-09-30,周志文,,,,,5279269 ,3,1.11,"未流通股,流通A股",6
300204,2018-09-30,王民,,,,,4599978 ,3,0.96,流通A股,7
300204,2018-09-30,顾振其,,,,,4155840 ,1,0.87,"未流通股,流通A股",8
300204,2018-09-30,王淑荣,,,,,3899999 ,3,0.82,流通A股,9
300204,2018-09-30,北京壹人资本管理有限公司,壹人资本1号私募证券投资基金,,,,3590475 ,3,0.75,流通A股,10
300204,2018-09-30,熠昭(北京)投资有限公司,,,,,177152363 ,1,37.15,流通A股,1
300205,2018-09-30,武汉华工创业投资有限责任公司,,,,,112401129 ,3,26.14,流通A股,1
300205,2018-09-30,武汉光谷创业投资基金有限公司,,,,,72287710 ,3,16.81,流通A股,2
300205,2018-09-30,武汉华中科技大产业集团有限公司,,,,,24431582 ,3,5.68,流通A股,3
300205,2018-09-30,余建隆,,,,,6267200 ,3,1.46,流通A股,4
300205,2018-09-30,张新访,,,,,5419710 ,3,1.26,"未流通股,流通A股",5
300205,2018-09-30,陈一帆,,,,,3000000 ,3,0.7,流通A股,6
300205,2018-09-30,吴宏斌,,,,,2600000 ,3,0.6,流通A股,7
300205,2018-09-30,赵冰,,,,,2248403 ,3,0.52,流通A股,8
300205,2018-09-30,向文,,,,,1942200 ,3,0.45,流通A股,9
300205,2018-09-30,王成华,,,,,1916400 ,3,0.45,流通A股,10
300206,2018-09-30,张浩,,,,,122038160 ,1,20.86,"未流通股,流通A股",1
300206,2018-09-30,祖幼冬,,,,,100104140 ,3,17.11,"未流通股,流通A股",2
300206,2018-09-30,谢锡城,,,,,99569408 ,1,17.02,"未流通股,流通A股",3
300206,2018-09-30,侯春伟,,,,,12444594 ,3,2.13,流通A股,4
300206,2018-09-30,云南国际信托有限公司,理邦仪器1号员工持股集合资金信托计划,,,,12026466 ,3,2.06,流通A股,5
300206,2018-09-30,欧阳江,,,,,9086000 ,3,1.55,流通A股,6
300206,2018-09-30,魁北克储蓄投资集团,,,,,5862253 ,3,1,流通A股,7
300206,2018-09-30,中国银行股份有限公司,国投瑞银医疗保健行业灵活配置混合型证券投资基金,,,,5114810 ,3,0.87,流通A股,8
300206,2018-09-30,胡旭初,,,,,4000000 ,3,0.68,流通A股,9
300206,2018-09-30,孙楚根,,,,,3955800 ,3,0.68,流通A股,10
300207,2018-09-30,王明旺,,,,,436929302 ,1,28.21,流通A股,1
300207,2018-09-30,王威,,,,,132446600 ,1,8.55,"未流通股,流通A股",2
300207,2018-09-30,创金合信基金,浦发银行,创金合信中投中财1号资产管理计划,,,55555555 ,3,3.59,未流通股,3
300207,2018-09-30,北信瑞丰基金,招商银行,北信瑞丰基金丰悦45号资产管理计划,,,55353534 ,3,3.57,未流通股,4
300207,2018-09-30,建信基金,杭州银行,建信,华润信托,增利69号特定客户资产管理计划,55151515 ,3,3.56,未流通股,5
300207,2018-09-30,长安基金,广发银行,长安悦享定增61号投资组合,,,54545454 ,3,3.52,未流通股,6
300207,2018-09-30,北信瑞丰基金,招商银行,北信瑞丰基金,爱奇新能源资产管理计划,,37393942 ,3,2.41,未流通股,7
300207,2018-09-30,中国证券金融股份有限公司,,,,,23326004 ,3,1.51,流通A股,8
300207,2018-09-30,王宇,,,,,20002610 ,1,1.29,"未流通股,流通A股",9
300207,2018-09-30,中国银行股份有限公司,景顺长城优选混合型证券投资基金,,,,19626501 ,3,1.27,流通A股,10
300208,2018-09-30,青岛城投金融控股集团有限公司,,,,,166315691 ,1,21.73,流通A股,1
300208,2018-09-30,贾全臣,,,,,111650623 ,1,14.58,"未流通股,流通A股",2
300208,2018-09-30,戴一鸣,,,,,78572882 ,1,10.26,流通A股,3
300208,2018-09-30,贾晓钰,,,,,75614500 ,1,9.88,"未流通股,流通A股",4
300208,2018-09-30,全国社保基金一一四组合,,,,,10670748 ,3,1.39,流通A股,5
300208,2018-09-30,贾玉兰,,,,,5749875 ,1,0.75,"未流通股,流通A股",6
300208,2018-09-30,严冬梅,,,,,4374000 ,3,0.57,流通A股,7
300208,2018-09-30,梅卉,,,,,3162100 ,3,0.41,流通A股,8
300208,2018-09-30,莫柏欣,,,,,3094000 ,1,0.4,"未流通股,流通A股",9
300208,2018-09-30,成善杰,,,,,3075150 ,3,0.4,流通A股,10
300209,2018-09-30,无锡中住集团有限公司,,,,,62084881 ,1,21.36,流通A股,1
300209,2018-09-30,陈进,,,,,35861566 ,1,12.34,"未流通股,流通A股",2
300209,2018-09-30,孙伯荣,,,,,32697720 ,1,11.25,流通A股,3
300209,2018-09-30,刘智辉,,,,,29137515 ,1,10.02,流通A股,4
300209,2018-09-30,东吴证券股份有限公司,,,,,8757687 ,3,3.01,流通A股,5
300209,2018-09-30,全国社保基金五零四组合,,,,,6871907 ,3,2.36,流通A股,6
300209,2018-09-30,李前进,,,,,5891226 ,1,2.03,流通A股,7
300209,2018-09-30,上海途乐投资管理中心(有限合伙),,,,,5021586 ,3,1.73,流通A股,8
300209,2018-09-30,南京安盟股权投资企业(有限合伙),,,,,3947638 ,3,1.36,流通A股,9
300209,2018-09-30,生命保险资管,招商银行,生命保险资产管理有限公司富盈6号,,,2408248 ,3,0.83,流通A股,10
300210,2018-09-30,郭松森,,,,,212749742 ,1,43.94,"未流通股,流通A股",1
300210,2018-09-30,齐广田,,,,,98910841 ,3,20.43,"未流通股,流通A股",2
300210,2018-09-30,上海方大投资管理有限责任公司,,,,,17564240 ,3,3.63,流通A股,3
300210,2018-09-30,王恩义,,,,,11714580 ,3,2.42,"未流通股,流通A股",4
300210,2018-09-30,中央汇金资产管理有限责任公司,,,,,5723640 ,3,1.18,流通A股,5
300210,2018-09-30,平安信托有限责任公司,平安财富·金蕴56期(恒复)集合资金信托,,,,3855000 ,3,0.8,流通A股,6
300210,2018-09-30,沙湾聚星股权投资中心(有限合伙),,,,,3449282 ,3,0.71,未流通股,7
300210,2018-09-30,张映浩,,,,,3060000 ,3,0.63,流通A股,8
300210,2018-09-30,上海平安阖鼎投资管理有限责任公司,平安阖鼎恒复利弘私募证券投资基金,,,,2367000 ,3,0.49,流通A股,9
300210,2018-09-30,沙湾聚合股权投资中心(有限合伙),,,,,1841017 ,3,0.38,未流通股,10
300211,2018-09-30,王振洪,,,,,146506073 ,1,48.4,"未流通股,流通A股",1
300211,2018-09-30,周晨,,,,,8550085 ,3,2.82,流通A股,2
300211,2018-09-30,李欣,,,,,6129331 ,3,2.03,流通A股,3
300211,2018-09-30,王桂珍,,,,,5584792 ,3,1.85,"未流通股,流通A股",4
300211,2018-09-30,中央汇金资产管理有限责任公司,,,,,4768430 ,3,1.58,流通A股,5
300211,2018-09-30,马晓东,,,,,4682424 ,3,1.55,流通A股,6
300211,2018-09-30,黄鑫虹,,,,,3672600 ,3,1.21,流通A股,7
300211,2018-09-30,周爽,,,,,3292800 ,3,1.09,流通A股,8
300211,2018-09-30,常鑫民,,,,,2481262 ,3,0.82,流通A股,9
300211,2018-09-30,王育贤,,,,,1893300 ,3,0.63,流通A股,10
300212,2018-09-30,中国华录集团有限公司,,,,,159113892 ,3,35.31,流通A股,1
300212,2018-09-30,林拥军,,,,,26518464 ,1,5.89,"未流通股,流通A股",2
300212,2018-09-30,中国人寿再保险有限责任公司,,,,,16605259 ,3,3.69,流通A股,3
300212,2018-09-30,宁波华易智诚投资合伙企业(有限合伙),,,,,9615757 ,1,2.13,流通A股,4
300212,2018-09-30,中国华融资产管理股份有限公司,,,,,8296608 ,3,1.84,流通A股,5
300212,2018-09-30,中国工商银行股份有限公司,汇添富移动互联股票型证券投资基金,,,,4349892 ,3,0.97,流通A股,6
300212,2018-09-30,中国工商银行股份有限公司,易方达创业板交易型开放式指数证券投资基金,,,,4337528 ,3,0.96,流通A股,7
300212,2018-09-30,中国农业银行股份有限公司,汇添富社会责任混合型证券投资基金,,,,3554638 ,3,0.79,流通A股,8
300212,2018-09-30,全国社保基金一一四组合,,,,,3385906 ,3,0.75,流通A股,9
300212,2018-09-30,黄建平,,,,,3222000 ,1,0.72,流通A股,10
300213,2018-09-30,林菁,,,,,86028102 ,1,14.46,"未流通股,流通A股",1
300213,2018-09-30,郑贵祥,,,,,64638000 ,1,10.86,"未流通股,流通A股",2
300213,2018-09-30,王翊,,,,,47072000 ,1,7.91,"未流通股,流通A股",3
300213,2018-09-30,林淑艺,,,,,32282800 ,3,5.43,流通A股,4
300213,2018-09-30,刘文红,,,,,21094000 ,1,3.55,"未流通股,流通A股",5
300213,2018-09-30,韩江春,,,,,18513837 ,1,3.11,"未流通股,流通A股",6
300213,2018-09-30,王义平,,,,,10079233 ,3,1.69,"未流通股,流通A股",7
300213,2018-09-30,安志鵾,,,,,6040337 ,3,1.02,"未流通股,流通A股",8
300213,2018-09-30,北京和聚投资管理有限公司,和聚定增组合投资基金,,,,5836650 ,3,0.98,流通A股,9
300213,2018-09-30,西藏泓涵股权投资管理有限公司,,,,,5646546 ,3,0.95,流通A股,10
300214,2018-09-30,赵东日,,,,,147230382 ,1,34.58,"未流通股,流通A股",1
300214,2018-09-30,赵东升,,,,,7523332 ,3,1.77,流通A股,2
300214,2018-09-30,孙兆国,,,,,6679622 ,1,1.57,流通A股,3
300214,2018-09-30,赵光海,,,,,6266600 ,3,1.47,流通A股,4
300214,2018-09-30,李超,,,,,4276992 ,3,1,流通A股,5
300214,2018-09-30,深圳长城汇理资产管理有限公司,长城汇理战略并购9号私募基金,,,,4194690 ,3,0.99,流通A股,6
300214,2018-09-30,杨秀风,,,,,3594498 ,3,0.84,未流通股,7
300214,2018-09-30,刘钦章,,,,,2989852 ,3,0.7,流通A股,8
300214,2018-09-30,郝建波,,,,,2721358 ,3,0.64,"未流通股,流通A股",9
300214,2018-09-30,刘明磊,,,,,2410267 ,3,0.57,流通A股,10
300215,2018-09-30,胡德霖,,,,,200205633 ,3,26.4,"未流通股,流通A股",1
300215,2018-09-30,中国检验认证集团测试技术有限公司,,,,,190250000 ,3,25.09,流通A股,2
300215,2018-09-30,胡醇,,,,,64000000 ,1,8.44,流通A股,3
300215,2018-09-30,云南国际信托有限公司,云南信托瑞气盈门1号单一资金信托,,,,14765267 ,3,1.95,流通A股,4
300215,2018-09-30,王萍,,,,,9000000 ,3,1.19,流通A股,5
300215,2018-09-30,蔡桂英,,,,,7999000 ,1,1.05,流通A股,6
300215,2018-09-30,闫杰,,,,,2998182 ,3,0.4,流通A股,7
300215,2018-09-30,香港中央结算有限公司,,,,,2158439 ,3,0.28,流通A股,8
300215,2018-09-30,陈兴文,,,,,1350000 ,3,0.18,流通A股,9
300215,2018-09-30,张凤娟,,,,,1150000 ,3,0.15,流通A股,10
300216,2018-09-30,刘祥华,,,,,51600381 ,1,14.28,"未流通股,流通A股",1
300216,2018-09-30,刘燕,,,,,11856000 ,1,3.28,"未流通股,流通A股",2
300216,2018-09-30,邓铁山,,,,,11856000 ,1,3.28,"未流通股,流通A股",3
300216,2018-09-30,王国华,,,,,10000000 ,1,2.77,"未流通股,流通A股",4
300216,2018-09-30,钟波,,,,,8867000 ,1,2.45,未流通股,5
300216,2018-09-30,郑国胜,,,,,7000000 ,1,1.94,流通A股,6
300216,2018-09-30,黄盛秋,,,,,4977500 ,1,1.38,流通A股,7
300216,2018-09-30,王亚军,,,,,4738500 ,1,1.31,未流通股,8
300216,2018-09-30,刘芳喜,,,,,2800000 ,3,0.77,流通A股,9
300216,2018-09-30,彭勋德,,,,,2674600 ,1,0.74,流通A股,10
300217,2018-09-30,谭荣生,,,,,208477388 ,1,16.37,"未流通股,流通A股",1
300217,2018-09-30,谭伟,,,,,154836640 ,1,12.16,"未流通股,流通A股",2
300217,2018-09-30,谭克,,,,,154836640 ,3,12.16,"未流通股,流通A股",3
300217,2018-09-30,张青,,,,,31311930 ,3,2.46,流通A股,4
300217,2018-09-30,中央汇金资产管理有限责任公司,,,,,4562320 ,3,0.36,流通A股,5
300217,2018-09-30,姜文军,,,,,4488880 ,3,0.35,流通A股,6
300217,2018-09-30,高峰,,,,,4081111 ,3,0.32,流通A股,7
300217,2018-09-30,解钟,,,,,3689200 ,1,0.29,"未流通股,流通A股",8
300217,2018-09-30,倪多仙,,,,,3643361 ,3,0.29,流通A股,9
300217,2018-09-30,李红,,,,,3500000 ,3,0.27,流通A股,10
300218,2018-09-30,安徽安利科技投资集团股份有限公司,,,,,47520000 ,1,21.9,流通A股,1
300218,2018-09-30,合肥市工业投资控股有限公司,,,,,27280000 ,3,12.57,流通A股,2
300218,2018-09-30,劲达企业有限公司(REAL TACTENTERPRISE LIMITED),,,,,26348000 ,3,12.14,流通A股,3
300218,2018-09-30,香港敏丰贸易有限公司(S.&F.TRADING CO.(H.K.)LIMITED),,,,,23316000 ,3,10.75,流通A股,4
300218,2018-09-30,安徽安利材料科技股份有限公司,第2期员工持股计划,,,,5628223 ,3,2.59,流通A股,5
300218,2018-09-30,中国人民人寿保险股份有限公司,传统,普通保险产品,,,3937956 ,3,1.81,流通A股,6
300218,2018-09-30,中央汇金资产管理有限责任公司,,,,,3400200 ,3,1.57,流通A股,7
300218,2018-09-30,胡玉兰,,,,,1861100 ,3,0.86,流通A股,8
300218,2018-09-30,封安祥,,,,,1555100 ,3,0.72,流通A股,9
300218,2018-09-30,国联证券股份有限公司,,,,,1412000 ,3,0.65,流通A股,10
300219,2018-09-30,四川金舵投资有限责任公司,,,,,171771531 ,3,24.09,流通A股,1
300219,2018-09-30,李国平,,,,,128262630 ,3,17.99,未流通股,2
300219,2018-09-30,李牡丹,,,,,42194159 ,1,5.92,"未流通股,流通A股",3
300219,2018-09-30,马成章,,,,,36400000 ,3,5.11,流通A股,4
300219,2018-09-30,张家港经济技术开发区锐捷投资企业(有限合伙),,,,,35545171 ,3,4.99,流通A股,5
300219,2018-09-30,杨云峰,,,,,8946885 ,3,1.25,"未流通股,流通A股",6
300219,2018-09-30,创金合信基金,招商银行,鸿利光电定鑫22号资产管理计划,,,8863034 ,3,1.24,流通A股,7
300219,2018-09-30,贾幼明,,,,,5529100 ,3,0.78,流通A股,8
300219,2018-09-30,交通银行股份有限公司,浦银安盛增长动力灵活配置混合型证券投资基金,,,,4697836 ,3,0.66,流通A股,9
300219,2018-09-30,董金陵,,,,,4516055 ,3,0.63,"未流通股,流通A股",10
300220,2018-09-30,梁伟,,,,,63535020 ,1,50.42,流通A股,1
300220,2018-09-30,新余全盛通投资管理有限公司,,,,,3510000 ,3,2.79,流通A股,2
300220,2018-09-30,王丹梅,,,,,1876900 ,3,1.49,流通A股,3
300220,2018-09-30,中国工商银行股份有限公司,诺安新经济股票型证券投资基金,,,,1640001 ,3,1.3,流通A股,4
300220,2018-09-30,李俊,,,,,1240725 ,3,0.98,"未流通股,流通A股",5
300220,2018-09-30,陈勤慧,,,,,1228100 ,3,0.97,流通A股,6
300220,2018-09-30,张克宁,,,,,905000 ,3,0.72,流通A股,7
300220,2018-09-30,金建勋,,,,,713600 ,3,0.57,流通A股,8
300220,2018-09-30,中央汇金资产管理有限责任公司,,,,,610700 ,3,0.48,流通A股,9
300220,2018-09-30,唐杨,,,,,412300 ,3,0.33,流通A股,10
300221,2018-09-30,石河子市瑞晨股权投资合伙企业(有限合伙),,,,,105101580 ,1,20.83,流通A股,1
300221,2018-09-30,银禧集团有限公司,,,,,36250000 ,3,7.18,流通A股,2
300221,2018-09-30,谭颂斌,,,,,34545994 ,1,6.85,"未流通股,流通A股",3
300221,2018-09-30,胡恩赐,,,,,31569368 ,1,6.26,"未流通股,流通A股",4
300221,2018-09-30,新余德康投资管理有限公司,,,,,15000000 ,1,2.97,流通A股,5
300221,2018-09-30,许黎明,,,,,10079503 ,3,2,"未流通股,流通A股",6
300221,2018-09-30,陈智勇,,,,,9444856 ,3,1.87,"未流通股,流通A股",7
300221,2018-09-30,高炳义,,,,,8075469 ,3,1.6,"未流通股,流通A股",8
300221,2018-09-30,许灵波,,,,,4850633 ,3,0.96,流通A股,9
300221,2018-09-30,广东银禧科技股份有限公司,第一期员工持股计划,,,,4633100 ,3,0.92,未流通股,10
300222,2018-09-30,黄明松,,,,,191365862 ,1,26.23,"未流通股,流通A股",1
300222,2018-09-30,蔡剑虹,,,,,53760023 ,3,7.37,未流通股,2
300222,2018-09-30,宿迁京东新盛企业管理有限公司,,,,,36491023 ,3,5,流通A股,3
300222,2018-09-30,刘晓静,,,,,30689441 ,1,4.21,未流通股,4
300222,2018-09-30,国盛证券有限责任公司,,,,,19806478 ,3,2.71,流通A股,5
300222,2018-09-30,深圳市力鼎基金管理有限责任公司,,,,,15251652 ,1,2.09,未流通股,6
300222,2018-09-30,北京力鼎兴业投资管理中心(有限合伙),,,,,15251652 ,1,2.09,未流通股,7
300222,2018-09-30,中科大资产经营有限责任公司,,,,,13851000 ,3,1.9,流通A股,8
300222,2018-09-30,上海珠联投资合伙企业(有限合伙),,,,,13551654 ,3,1.86,"未流通股,流通A股",9
300222,2018-09-30,杨锐俊,,,,,10491890 ,1,1.44,"未流通股,流通A股",10
300223,2018-09-30,刘强,,,,,40475544 ,1,20.17,"未流通股,流通A股",1
300223,2018-09-30,李杰,,,,,25728023 ,1,12.82,"未流通股,流通A股",2
300223,2018-09-30,冼永辉,,,,,10908659 ,3,5.44,"未流通股,流通A股",3
300223,2018-09-30,张紧,,,,,10894285 ,3,5.43,"未流通股,流通A股",4
300223,2018-09-30,中央汇金资产管理有限责任公司,,,,,3461080 ,3,1.72,流通A股,5
300223,2018-09-30,晏晓京,,,,,3451961 ,3,1.72,未流通股,6
300223,2018-09-30,许志鹏,,,,,3218575 ,3,1.6,"未流通股,流通A股",7
300223,2018-09-30,刘飞,,,,,3114575 ,3,1.55,"未流通股,流通A股",8
300223,2018-09-30,姜君,,,,,3113496 ,3,1.55,"未流通股,流通A股",9
300223,2018-09-30,刘文斌,,,,,1815651 ,3,0.9,流通A股,10
300224,2018-09-30,正海集团有限公司,,,,,418943148 ,1,51.08,"未流通股,流通A股",1
300224,2018-09-30,郑坚,,,,,24483914 ,1,2.99,流通A股,2
300224,2018-09-30,长城资本管理有限公司,,,,,17687415 ,3,2.16,未流通股,3
300224,2018-09-30,山东省国有资产投资控股有限公司,,,,,15160642 ,3,1.85,未流通股,4
300224,2018-09-30,中国长城资产管理股份有限公司,,,,,15160642 ,3,1.85,未流通股,5
300224,2018-09-30,中国农业银行股份有限公司,嘉实环保低碳股票型证券投资基金,,,,13648000 ,3,1.66,流通A股,6
300224,2018-09-30,上海汽车集团股权投资有限公司,上汽投资,颀瑞1号,,,12633869 ,3,1.54,未流通股,7
300224,2018-09-30,烟台正海新材料有限公司,,,,,5749550 ,3,0.7,流通A股,8
300224,2018-09-30,烟台正海投资管理有限公司,,,,,5689800 ,3,0.69,流通A股,9
300224,2018-09-30,烟台正海能源投资有限公司,,,,,4368446 ,3,0.53,流通A股,10
300225,2018-09-30,宁夏华锦资产管理有限公司,,,,,72561000 ,3,15.43,流通A股,1
300225,2018-09-30,绍兴柯桥领英实业有限公司,,,,,47034000 ,3,10,流通A股,2
300225,2018-09-30,吴国政,,,,,21374442 ,3,4.54,流通A股,3
300225,2018-09-30,百年人寿保险股份有限公司,分红保险产品,,,,7552388 ,3,1.61,流通A股,4
