ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Sigchange,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital,Website,BusinessScope
102885,201000003384 ,300084,海默科技,2017-12-31,开采辅助活动,B11,甘肃省兰州市城关区张苏滩593号,甘肃省兰州市城关区张苏滩593号,730010,张立强,0931-8559076,0931-8553789,securities@haimo.com.cn,雍生东,91620000296610085H,报告期内公司无收购及出售资产、吸收合并事项,103.8772264,36.05275489,CNE100000PF2,海默科技(集团)股份有限公司,窦剑文,2000-12-18 00:00:00.,,384765738.00 ,www.haimo.com.cn,"油气田技术服务;油气田固体废物处理(钻探废弃物)、环境污染治理设计和现场技术服务;油气田污水的处理治理设计和现场技术服务;环保设备的研发、设计与销售租赁;石油化工设备的销售;石油天然气钻采施工(钻井、测井、录井、压裂);井下作业。本公司自产产品及技术的出口;本公司生产所需的原辅材料、仪器设备、机械设备、零配件及技术的进口(国家限定公司经营和国家禁止进出口的商品除外);进料加工和“三来一补”业务。机电产品(不含小轿车)、五金交电(不含进口摄录机)的批发零售(依法须经批准项目,经相关部门批准后方可经营)。"
102904,201000003384 ,300085,银之杰,2017-12-31,软件和信息技术服务业,I65,广东省深圳市福田区天安数码城天祥大厦AB座10-A1,广东省深圳市福田区天安数码城天祥大厦AB座10A,518048,刘奕,0755-83930085,0755-83562955,liuyi@yinzhijie.com,林丽;周蒴婷,91440300708458455M,报告期内公司无收购及出售资产、吸收合并事项,114.031045,22.53309099,CNE100000QL8,深圳市银之杰科技股份有限公司,陈向军,2007-12-25 00:00:00.,,706640535.00 ,www.yinzhijie.com,为银行等金融机构提供软件产品、软件开发、金融专用设备和技术服务;为企业提供移动信息服务、流量服务以及大数据运营服务;电子商务;金融信息咨询和金融中介服务;投资发展支票自助结算金融服务和企业移动支付业务;投资发展个人征信及相关业务、互联网保险业务、证券业务。
102905,201000003384 ,300086,康芝药业,2017-12-31,医药制造业,C27,海南省海口市国家高新技术产业开发区药谷工业园药谷三路6号,海南省海口市国家高新技术产业开发区药谷工业园药谷三路6号,570311,林德新,0898-66812876,0898-66812876,honz168@honz.com.cn,卢芳梅,91460000708873536T,报告期内公司无收购及出售资产、吸收合并事项,110.2562759,19.99103016,CNE100000QM6,康芝药业股份有限公司,洪江游,2007-12-28 00:00:00.,,450000000.00 ,www.honz.com.cn,"生产销售粉针剂(头孢菌素类)、冻干粉针剂、片剂、胶囊剂、颗粒剂、干混悬剂、散剂;生产加工康芝牌橘红含片、康芝牌春天胶囊;产品研究开发及技术服务;生产退热贴,医疗器械(1类)的销售;医药信息咨询服务。"
102906,201000003384 ,300087,荃银高科,2017-12-31,农业,A01,安徽省合肥市高新区创新大道98号,安徽省合肥市高新区创新大道98号,230088,叶红,0551-65355175,0551-65320226,winallseed2013@163.com,苏向妮,91340100740872226E,报告期内公司无收购及出售资产、吸收合并事项,31.79828336,117.1319551,CNE100000QN4,安徽荃银高科种业股份有限公司,张琴,2008-02-28 00:00:00.,,422381151.00 ,www.winallseed.com,"农作物种子、苗木、花卉种子研发、生产及销售;农作物种植及栽培服务;农副产品的深加工、储藏、销售;农用配套物资批发零售(应凭许可证经营的未获许可前不得经营),农业生产性基础设施建设;经营农作物种子、农副产品、农用配套物资、机械设备、零配件、原辅材料的进口业务(国家限定公司经营或禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
102984,201000003384 ,300088,长信科技,2017-12-31,计算机、通信和其他电子设备制造业,C39,安徽省芜湖市经济技术开发区汽经二路以东,安徽省芜湖市经济技术开发区汽经二路以东,241009,陈伟达,0553-2398888,0553-5843520,wdchen@token-ito.com,徐磊,913400007199042708,报告期内公司无收购及出售资产、吸收合并事项,31.49013515,118.4051631,CNE100000QP9,芜湖长信科技股份有限公司,陈奇,2006-01-19 00:00:00.,,2298879814.00 ,www.token-ito.com,"生产、销售各种规格的超薄玻璃、ITO导电膜玻璃和其他高科技薄膜产品及材料;触摸屏玻璃,各种触控显示模组;各种显示器件薄化等电子元器件;真空应用技术咨询、服务;相关配套设备、零配件及原辅材料(国家限制、禁止类产品及有专项规定的产品除外)生产销售。"
102985,201000003384 ,300089,文化长城,2017-12-31,非金属矿物制品业,C30,广东省潮州市枫溪区蔡陇大道,广东省潮州市枫溪区蔡陇大道,521031,任锋,0768-2931898,0768-2931162,zqb@thegreatwall-china.com,郑舜玲,9144510023113011XF,报告期内公司无收购及出售资产、吸收合并事项,116.6129778,23.6399111,CNE100000QT1,广东文化长城集团股份有限公司,蔡廷祥,1996-02-01 00:00:00.,,434800140.00 ,www.thegreatwall-china.com,"生产、销售:工艺陶瓷、骨质瓷、抗菌镁质瓷、电子功能陶瓷(电感陶瓷、电阻陶瓷、电容陶瓷、光纤连接器陶瓷插芯、陶瓷基板、新能源陶瓷、结构陶瓷)及其它各类陶瓷产品,电子产品(不含电子出版物),包装制品(不含印刷)及陶瓷相关配套的藤、竹、木、铁、布、革、树脂、聚酯、橡胶、玻璃、五金、塑料、不锈钢制品;手机、计算机软件开发、销售;销售:机械设备(不含汽车),五金交电,化工产品(不含危险化学品),家具,建筑材料,针、纺织品,金属材料,家居用品,日用百货,文化艺术品(不含文物);设计、策划、代理、发布各类广告;商务信息咨询(不含限制项目);市场建设项目投资与资产管理;货物进出口、技术进出口。(法律、行政法规、国务院决定规定应经许可的、未获许可不得生产经营)公司的主要产品:日用陶瓷、艺术陶瓷。"
103064,201000003384 ,300090,盛运环保,2017-12-31,通用设备制造业,C34,安徽省桐城市经济开发区新东环路,安徽省桐城市经济开发区新东环路,231440,祝朝刚,0551-64844638,0551-64844638,zhubluesky@163.com,祝朝刚,,"出售重大资产情况:交易对方:安徽润达机械工程有限公司;新余航锐投资中心(有限合伙);被出售资产:安徽盛运重工机械有限责任公25.78%股权;枣庄中科环保电力有限公司、桐城盛运环保电力有限公司、济宁中科环保电力有限公司、桐庐盛运环保电力有限公司部分股权;交易价格(万元):10,629.92;60,430.5;资产出售定价原则:评估;评估;是否为关联交易:否;否;所涉及的资产产权是否已全部过户:是;-;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:-是;正在推进中;披露日期:2017年03月15日;2017年10月27日;披露索引:www.cninfo.com.cn;www.cninfo.com.cn;出售重大股权情况:交易对方:安徽润达机械工程有限公司;新余航锐投资中心(有限合伙);被出售股权:安徽盛运重工机械有限责任公25.78%股权;枣庄中科环保电力有限公司、桐城盛运环保电力有限公司、济宁中科环保电力有限公司、桐庐盛运环保电力有限公司部分股权;交易价格(万元):10,629.92;60,430.5;股权出售定价原则:评估;评估;是否为关联交易:否;否;所涉及的股权是否已全部过户:是;-;披露日期:2017年03月15日;2017年10月27日;披露索引:www.cninfo.com.cn;www.cninfo.com.cn",116.9848799,31.03491302,CNE100000QV7,安徽盛运环保(集团)股份有限公司,开晓胜,1997-09-28 00:00:00.,,1319952922.00 ,www.300090.com.cn,"专业从事城市(生活垃圾、餐厨垃圾、卫生垃圾、包装垃圾、填埋垃圾、污泥垃圾、工业废旧垃圾)焚烧发电,农林废弃物(生物质)焚烧发电,医疗废弃物处置,建筑垃圾处置,飞灰处置,电子垃圾处置,废旧橡胶轮胎处置,废旧汽车拆解处置;水污染环境治理,城市自来水处理,城市污水处理,城市工业废水处理,垃圾渗滤液处理;城乡环卫(垃圾收集、储运)一体化工程建设,城市城区、园区基础设施配套工程建设,绿色建筑、海绵城市、智慧城市、集群城市的工程项目建设的投资总包、以及专业技术咨询、工艺技术设计,专用设备制造,建设安装调试,生产运营管理;成套新型环保设备(顺推式和逆推式炉排焚烧炉,循环流化床焚烧炉,干法加半干法烟气尾气净化处理设备,袋除尘、电除尘设备,餐厨垃圾处理设备,污泥干化处理设备,脱硫、脱硝、脱氮、脱汞处理设备,城乡环卫收集储运一体化专用环保设备)设计、制造、销售、安装服务及项目工程总承包;新型高端各类工程输送机械设备,高层、多层钢结构建筑建设设计、制造、销售、安装服务及其项目工程总包;环保工程技术与装备的技术咨询设计、技术与设备进出口及代理进出口(国家禁止、限制类除外);自有房屋及设备租赁(以上依法须经批准的项目经相关部门批准后方可开展经营活动)主要产品:本公司输送机械产品主要有:带式输送机、螺旋输送机、刮板输送机、斗式提升机系列产品等;环保机械产品主要有干法脱硫除尘一体化尾气净化处理设备;垃圾焚烧炉及其他设备、垃圾发电项目工程总包;垃圾处置及发电;建造合同等。"
103065,201000003384 ,300091,金通灵,2017-12-31,通用设备制造业,C34,江苏省南通市钟秀中路135号,江苏省南通市钟秀中路135号,226001,陈树军,0513-85198488,0513-85198488,dsh@jtlfans.com,颜天宝,913206002518345954,报告期内公司无收购及出售资产、吸收合并事项,120.9411042,32.03496761,CNE100000QW5,江苏金通灵流体机械科技股份有限公司,季伟,2008-06-19 00:00:00.,,555598900.00 ,www.jtlfans.com,"本公司主要产品为大型工业离心鼓风机、通风机、轴流鼓风机、节能型离心空气压缩机、汽轮机,燃气轮机等。"
103066,201000003384 ,300092,科新机电,2017-12-31,专用设备制造业,C35,四川省什邡市马祖镇,四川省什邡市经济开发区沱江路西段21号,618400,杨多荣,0838-8265111,0838-8501288,comelec001@sina.com,曾小伟,91510600205366604X,报告期内公司无收购及出售资产、吸收合并事项,104.190883,31.10886376,CNE100000R83,四川科新机电股份有限公司,林祯华,1997-03-11 00:00:00.,,237514202.00 ,www.sckxjd.com,"三类压力容器的设计、制造、安装、销售;压力管道安装;石油钻采设备、油田环保设备、采油机械设备、井口设备、输油设备、石油钻井机械设备及零配件、仪器仪表的设计、制造、安装、销售;废旧金属回收、利用,非标准机电设备设计、制造、销售;普通机电设备安装、维修;金属材料(稀贵金属除外)、冶金炉料、石油助剂、化工产品(均不含危险化学品及易制毒化学品)的销售;机电设备技术咨询服务;工程设备租赁及技术服务;工程项目总承包;经营进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
103202,201000003384 ,300093,金刚玻璃,2017-12-31,非金属矿物制品业,C30,广东省汕头市大学路叠金工业区,广东省汕头市大学路叠金工业区,515063,林臻,0754-82514288,0754-82535211,linz@golden-glass.cn,,9144000061755189XU,报告期内公司无收购及出售资产、吸收合并事项,116.6253936,23.40968391,CNE100000R91,广东金刚玻璃科技股份有限公司,庄大建,1994-06-18 00:00:00.,,216000000.00 ,www.golden-glass.com,研制、开发、生产各类高科技特种玻璃及系统生产加工玻璃制品及配套金属构件光伏发电能源太阳能光伏建筑一体化系统设计、电池及部件制造内设研发中心工程安装咨询及售后服务。本公司及各子公司生产和销售的主要产品:高强度单片铯钾防火玻璃、低辐射镀膜防火玻璃、防炸弹玻璃、防飓风玻璃、太阳能光伏玻璃及组件、钢化及弯钢化玻璃、夹层玻璃、中空玻璃和彩釉玻璃防火钢框架及系统精密钢质防火型材高强度轻质节能防火型材钢质防火幕墙等。
103203,201000003384 ,300094,国联水产,2017-12-31,渔业,A04,广东省湛江市开发区平乐工业区永平南路,广东省湛江市开发区平乐工业区永平南路,524022,易绚雯,0759-2533778,0759-2533791,yxw@guolian.cn,陈永文,91440800727060629M,"出售重大股权情况:交易对方:深圳市中港伟业投资有限公司;被出售股权:湛江国发投资发展有限公司30%股权;出售日:2018年01月03日;交易价格(万元):21,936.6;本期初起至出售日该股权为上市公司贡献的净利润(万元):0;出售对公司的影响:1、预计将为公司2018年经业绩带来净收益约7400万元;2、出售标的为参股的房地产开发公司,本次出售事项对公司业务连续性、管理层稳定性不造成影响;股权出售为上市公司贡献的净利润占净利润总额的比例:0;股权出售定价原则:市场定价;是否为关联交易:否;与交易对方的关联关系:无;所涉及的股权是否已全部过户:是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:按计划实施;披露日期:2017年12月22日;披露索引:公告号2017-71",21.23233796,110.4050901,CNE100000RB7,湛江国联水产开发股份有限公司,李忠,2001-03-08 00:00:00.,,783845620.00 ,www.guolian.cn,水产种苗的引进、繁育、养殖及销售;繁育水产种苗所需的饲料(海蛎、鱿鱼、海虫、丰年虫、绿荫藻、沙虫)、燃料(木柴)的收购(自用);水产品的研究、开发、养殖、收购、冷冻;加工、销售:肉制品、速冻食品(有效期至2021年10月31日)。
102763,201000003384 ,300095,华伍股份,2017-12-31,专用设备制造业,C35,江西省丰城市高新技术产业园区火炬大道26号,江西省丰城市高新技术产业园区火炬大道26号,331100,陈凤菊,0795-6242148,0795-6206009,cfj@hua-wu.com,胡仁绸,91360981723917058Y,出售重大股权情况:交易对方:荆门市漳河新区漳富投资发展有限公司;被出售股权:武汉华伍航空科技有限公司25%股权;出售日:2017年09月12日;交易价格(万元):2900;本期初起至出售日该股权为上市公司贡献的净利润(万元):-126.28;出售对公司的影响:出售对公司业务连续性及管理层稳定性无影响在报告期内为公司产生365.02万元投资收益;股权出售为上市公司贡献的净利润占净利润总额的比例:6.27%;股权出售定价原则:双方协商及市场评估定价;是否为关联交易:否;与交易对方的关联关系:不适用;所涉及的股权是否已全部过户:是;是否按计划如期实施如未按计划实施应当说明原因及公司已采取的措施:是;披露日期:2017年09月13日;披露索引:公告编号:2017-059,28.21190657,115.7350154,CNE100000RY9,江西华伍制动器股份有限公司,聂景华,2001-01-18 00:00:00.,,378710854.00 ,www.hua-wu.com,各种机械装备的制动装置、轨道交通车辆制动装置、防风装置、控制系统及关键零部件的设计、制造、销售及安装;摩擦材料;工业自动控制系统装置制造研发;风力发电、船用配套设备制造研发;起重运输设备;相关技术咨询、维保服务和工程总承包;自产产品及相关技术的出口业务;本企业生产科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务;经营本企业的进料加工和“三来一补”业务。(国家有专项规定的除外)主要产品和提供的劳务为:工业制动装置高端产品包括:高速轴制动器(电力液压鼓式制动器、电力液压盘式制动器和电磁制动器等)、低速轴制动器(安全制动器)、防风制动装置(夹轮器、夹轨器、顶轨器等)以及工业制动摩擦材料。
102764,201000003384 ,300096,易联众,2017-12-31,软件和信息技术服务业,I65,福建省厦门市软件园二期观日路18号502室,福建省厦门市软件园二期观日路18号502室,361008,李虹海,0592-2517011,0592-2517008,tylee173@163.com,蒋淼静,91350200612040492E,出售重大资产情况:交易对方:南京易自助网络科技有限公司;被出售资产:福建易联众电子科技有限公司持有的“洗车机系统”相关无形资产;出售日:2017年12月21日;交易价格(万元):250;本期初起至出售日该资产为上市公司贡献的净利润(万元):0;出售对公司的影响:优化公司的资源配给降低管理成本提升市场竞争力符合公司战略布局及业务发展的需要;资产出售为上市公司贡献的净利润占净利润总额的比例:3.37%;资产出售定价原则:本次交易定价以评估机构出具的评估结果为参考依据在此基础上双方协商确定交易价格;是否为关联交易:否;与交易对方的关联关系(适用关联交易情形):不存在关联关系;所涉及的资产产权是否已全部过户:是;所涉及的债权债务是否已全部转移:是;是否按计划如期实施如未按计划实施应当说明原因及公司已采取的措施:按计划实施并完成;披露日期:2017年11月16日;披露索引:巨潮资讯网(http://www.cninfo.com.cn)《关于控股子公司福建易联众电子科技有限公司转让部分无形资产的公告》(公告编号:2017-069);出售重大股权情况:交易对方:西安天德睿创实业有限公司;雷彪、童斌、郑永香;辽宁德义智网络科技有限公司;被出售股权:福建易联众医联信息技术有限公司45%股权;易康投资管理有限公司;厦门易联众金融技术服务股份有限公司22%股权;出售日:2017年12月15日;2017年12月27日;2017年12月26日;交易价格(万元):5000;1250;1500;本期初起至出售日该股权为上市公司贡献的净利润(万元):885.44;-192.35;-233.68;出售对公司的影响:通过优化资源配置提高公司资产流动性进一步聚焦与战略更为紧密的主营业务服务符合公司发展战略需要有利于增加公司现金流入盘活公司资金进一步改善公司经营和财务状况;优化公司投资结构、降低投资风险、提高公司投资质量符合公司聚焦主业的战略需要有利于盘活资金;通过优化资源配置提高公司资产流动性进一步聚焦与战略更为紧密的主营业务服务符合公司发展战略需要有利于增加公司现金流入盘活公司资金进一步改善公司经营和财务状况;股权出售为上市公司贡献的净利润占净利润总额的比例:177.45%;18.86%;76.70%;股权出售定价原则:本次交易定价以审计机构出具的审计报告为参考依据经依据经双方友好协商确定交易价格;经协商后各方一致同意本次股权转让交易价格以易康投资管理有限公司实收资本金额乘以转让股权比例计算;本次交易定价以审计机构出具的审计报告为参考依据经双方友好协商确定交易价格。;是否为关联交易:否;是;否;与交易对方的关联关系:不存在关联关系;童斌现任易联众第三届董事会董事、副董事长为公司关联自然人。雷彪、郑永香跟公司不存在关联关系;不存在关联关系;所涉及的股权是否已全部过户:是;是;是;是否按计划如期实施如未按计划实施应当说明原因及公司已采取的措施:按计划实施并完成;按计划实施并完成;按计划实施并完成;披露日期:2017年11月16日;2017年11月16日;2017年11月16日;披露索引:巨潮资讯网(http://http://http://http://http://www.cnwww.cnwww.cnwww.cnwww.cninfo.coinfo.coinfo.coinfo.coinfo.coinfo.com.cnm.cnm.cnm.cn)《关于转让控股子公司福建易联众医联信息技术有限公司部分股权的公告》(公告编号:2017201720172017-070);巨潮资讯网(http:/www.cninfo.com.cn)《关于转让参股公司易康投资管理有限公司股权暨关联交易的公告》(公告编号:2017201720172017-072);巨潮资讯网(http:/www.cninfo.com.cn)《关于全资子公司转让参股公司厦门易联众金融技术服务股份有限公司部分股权的公告》(公告编号:2017-071),118.178635,24.48606965,CNE100000RZ6,易联众信息技术股份有限公司,张曦,2000-07-14 00:00:00.,,430000000.00 ,www.ylzinfo.com,研发、设计、生产智能卡、银行卡;销售智能卡;档案处理及档案电子化服务;开发、生产计算机软件、硬件、应用系统集成、网络通信产品提供相关的技术咨询、技术培训及技术服务;网络工程、综合布线;从事技术、货物进出口但国家限定公司经营或禁止进口的商品和技术除外(不含境内分销);商务信息咨询;第二类医疗器械批发;信息技术咨询服务;数据处理和存储服务;集成电路设计;数字内容服务;呼叫中心(不含需经许可审批的项目);对第一产业、第二产业、第三产业的投资;融资租赁;商业保理;保险经纪。
102839,201000003384 ,300097,智云股份,2017-12-31,通用设备制造业,C34,辽宁省大连市甘井子区营日路32号-1,辽宁省大连市甘井子区营日路32号-1,116036,史爽,0411-86705641,0411-86705333,zhiyun_ir@zhiyun-cn.com,孙聪,91210200241267363B,报告期内公司无收购及出售资产、吸收合并事项,121.3564927,38.97872338,CNE100000S09,大连智云自动化装备股份有限公司,师利全,1999-06-04 00:00:00.,,288549669.00 ,www.zhiyun-cn.com,自动化制造工艺系统研发及系统集成;自动化装备的研发、设计、制造、技术咨询及技术服务;国内一般贸易、货物、技术进出口、代理进出口业务(法律、法规禁止的项目除外;法律、法规限制的项目取得许可证后方可经营)。
102840,201000003384 ,300098,高新兴,2017-12-31,软件和信息技术服务业,I65,广东省广州市黄埔区科学城开创大道2819号六楼,广东省广州市黄埔区科学城开创大道2819号,510530,陈婧,020-32068888,020-32032888,irm@gosuncn.com,黄璨,91440000617430553W,报告期内公司无收购及出售资产、吸收合并事项,23.17520889,113.4567725,CNE100000S17,高新兴科技集团股份有限公司,刘双广,2007-09-20 00:00:00.,,1174928701.00 ,www.gosuncn.com,以物联网技术为核心并通过内生与外延相结合的方式围绕智慧城市、通信监控、铁路信息化、公安信息化等构建主营业务板块。
102841,201000003384 ,300099,精准信息,2017-12-31,专用设备制造业,C35,山东省泰安市高新区凤祥路以西规划支路以北,山东省泰安市高新区凤祥路以西规划支路以北,271000,曹洪伟,0538-8926155,0538-8926202,chw600157@163.com,陈焕超,91370000166441332C,报告期内公司无收购及出售资产、吸收合并事项,117.1013989,36.11754232,CNE100000S82,尤洛卡精准信息工程股份有限公司,黄自伟,1998-10-29 00:00:00.,,669279255.00 ,www.uroica.com.cn,"光机电产品、自动化仪器仪表、计算机软硬件、电子电气设备集成系统、无源光网络设备、电子通讯产品、通讯设备、矿山运输机械及矿用高分子材料和无机粉料的生产、加工、销售、维护;计算机系统服务;基础软件服务;计算机系统基础;轨道交通及地下设施通讯信息工程、矿山安全防治工程及环保工程的安装与施工;信息及自动化应用技术培训、转让、咨询服务;技术推广服务;矿山地质、水文、粉尘、有害气体等的检测;经济贸易咨询;设计、制作、代理、发布广告;货物进出口、技术进出口、代理进出口;房屋租赁;以自有资金对外投资及咨询(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
102842,201000003384 ,300100,双林股份,2017-12-31,汽车制造业,C36,浙江省宁波市宁海县西店镇潢溪口,上海市青浦区北盈路202号,201799,叶醒,021-69237995,0574-83518939,xye@shuanglin.com,邬瑞珏,91330200725152191T,报告期内公司无收购及出售资产、吸收合并事项,29.48025637,121.4363864,CNE100000S90,宁波双林汽车部件股份有限公司,邬建斌,2006-03-16 00:00:00.,,400769246.00 ,www.shuanglin.com,汽车零部件及配件、塑料件、五金件、模具的设计、开发、制造、加工;主要产品为汽车零部件及配件、模具。
102843,201000003384 ,300101,振芯科技,2017-12-31,计算机、通信和其他电子设备制造业,C39,四川省成都市高新区高朋大道1号,四川省成都市高新区高朋大道1号,610041,杨国勇,028-65557625,028-65557627,corpro@corpro.cn,陈思莉,915101007497238179,报告期内公司无收购及出售资产、吸收合并事项,104.0412842,30.62697182,CNE100000SB5,成都振芯科技股份有限公司,莫晓宇,2003-06-12 00:00:00.,,556000000.00 ,www.corpro.cn,"设计、开发、销售集成电路、微波组件及相关电子器件;设计、开发、生产(另设分支机构或另择经营场地经营)、销售卫星导航应用设备、软件和相关电子应用产品;设计、开发、生产(另设分支机构或另择经营场地经营)、销售监控电视摄像机;软件开发、信息系统集成、工程设计、施工和相关技术服务、技术转让及信息咨询;数据处理、存储服务;货物进出口,技术进出口;电子与智能化工程设计、施工(凭资质证书从事经营);电信业务代理(凭电信业务代理合同在合同期内经营);(依法须经批准的项目,经相关部门批准后方可开展经营活动)。本公司主要产品包括北斗卫星导航应用关键元器件、特种行业高性能集成电路、北斗卫星导航定位用户终端、北斗卫星导航定位应用系统、视频图像安防监控等。"
103351,201000003384 ,300102,乾照光电,2017-12-31,计算机、通信和其他电子设备制造业,C39,福建省厦门市火炬高新区(翔安)产业区翔天路259-269号,福建省厦门市火炬高新区(翔安)产业区翔天路259-269号,361101,刘文辉,0592-7616279,0592-7616278,300102@changelight.com.cn,张妙春,91350200784153733J,报告期内公司无收购及出售资产、吸收合并事项,24.64968512,118.2459157,CNE100000SG4,厦门乾照光电股份有限公司,金张育,2006-02-21 00:00:00.,,716403311.00 ,www.changelight.com.cn,光电子器件及其他电子器件制造;集成电路制造;半导体分立器件制造;电子元件及组件制造;照明灯具制造;电光源制造;灯用电器附件及其他照明器具制造;光伏设备及元器件制造;工程和技术研究和试验发展;其他电子产品零售;信息技术咨询服务;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务;自有房地产经营活动。本公司产品主要包括全色系LED外延片、芯片;三结砷化镓太阳电池外延片。
103352,201000003384 ,300103,达刚路机,2017-12-31,专用设备制造业,C35,陕西省西安市高新区科技三路60号,陕西省西安市高新区毕原三路10号,710119,韦尔奇,029-88327811,029-88327811,investor@dagang.com.cn,王瑞,91610131735085973C,报告期内公司无收购及出售资产、吸收合并事项,108.8208365,34.16249769,CNE100000SH2,西安达刚路面机械股份有限公司,孙建西,2002-05-16 00:00:00.,,211734000.00 ,www.sxdagang.com,"汽车改装车辆的生产、半挂车辆的生产、车载钢罐体的生产;公路机械设备、公路沥青材料(不含危险化学品)、软件的开发、研制、销售及技术咨询、服务;公路机械设备的维修、汽车改装车辆、半挂车辆、车载钢罐体的研发、销售;公路机械设备的租赁;公路施工;承包与其实力、规模、业绩相适应的国外工程项目;公路工程施工总承包三级、公路路面工程专业承包三级、公路路基工程专业承包三级;机电产品、建筑材料、木材、木制品、金属产品、有色金属、化工产品(不含危险、监控、易制毒化学品)、农副产品的销售;货物和技术的进出口经营(国家禁止和限制的进出口货物、技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
103353,201000003384 ,300104,乐视网,2017-12-31,互联网和相关服务,I64,北京市海淀区学院南路68号19号楼六层6184号房间,北京市朝阳区姚家园路105号院3号楼乐视大厦16层,100025,赵凯,010-51665282,010-59283480,ir@le.com,,911100007693890511,"出售重大股权情况:交易对方:天津嘉睿汇鑫企业管理有限公司;被出售股权:公司持有乐视致新29,235,435股;出售日:2017年03月09日;交易价格(万元):230,176;本期初起至出售日该股权为上市公司贡献的净利润(万元):-1,827.04;出售对公司的影响:1、解决未来发展的资金需求;2、优化股权结构,助力大屏发展;3、实施战略合作;股权出售为上市公司贡献的净利润占净利润总额的比例:-;股权出售定价原则:结合乐视致新财务数据和经营情况,经交易双方协商确定;是否为关联交易:是;与交易对方的关联关系:嘉睿汇鑫为公司5%以上股东;所涉及的股权是否已全部过户:是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:是;披露日期:2017年01月13日;披露索引:巨潮资讯网(http://www.cninfo.com.cn)披露的《关于转让控股子公司部分股权暨关联交易的公告》(公告编号:2017-006)",39.95718812,116.333901,CNE100000SJ8,乐视网信息技术(北京)股份有限公司,刘淑青,2004-11-10 00:00:00.,,3989440192.00 ,www.le.com,"互联网信息服务(含发布网络广告);第二类增值电信业务中的信息服务业务(不含固定网电话信息服务和互联网信息服务);制作、发行动画片、专题、电视综艺,不得制作时政新闻及同类专题、专栏等广播电视节目(广播电视节目及电视剧制作许可证有效期至2017年12月28日);计算机软、硬件的开发;计算机系统服务;销售计算机软、硬件及辅助设备、服装、鞋帽、皮革制品、针纺织品、日用品、玩具、文化用品、体育用品、家用电器、珠宝首饰、小轿车、汽车配件;从事互联网文化活动。(企业依法自主选择经营项目,开展经营活动;从事互联网文化活动以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
103354,201000003384 ,300105,龙源技术,2017-12-31,电气机械及器材制造业,C38,山东省烟台市经济技术开发区衡山路9号,山东省烟台市经济技术开发区白云山路2号,264006,刘克冷,0535-3417182,0535-3417190,lypower@lypower.cn,张天怡,91370600705877689M,报告期内公司无收购及出售资产、吸收合并事项,37.55395035,121.2537785,CNE100000SQ3,烟台龙源电力技术股份有限公司,唐超雄,1998-12-26 00:00:00.,,513216000.00 ,www.lypower.com,电力生产设备制造业。
103615,201000003384 ,300106,西部牧业,2017-12-31,畜牧业,A03,新疆维吾尔自治区石河子市开发区北三东路29-2号,新疆维吾尔自治区石河子市开发区北三东路29-2号,832000,梁雷,0993-2516883,0993-2516883,liang-lei-100@163.com,刘红,91659001751652392K,报告期内公司无收购及出售资产、吸收合并事项,44.30704107,86.09015966,CNE100000SR1,新疆西部牧业股份有限公司,秦江,2003-06-18 00:00:00.,,211332310.00 ,www.xjxbmy.com,"种畜繁育(牛、羊、猪)及销售、冻精;生鲜乳收购与销售;兽药销售;肉制品(酱卤肉制品、熏煮香肠火腿制品);豆制品生产、销售;牲畜饲养;畜牧机械生产;牧草收割服务;农产品销售;畜牧技术咨询服务;自营和代理各类商品和技术的进出口,但国家限定公司经营或禁止进出口的商品和技术除外;开展边境小额贸易业务;仓储(危险化学品及易燃易爆物品除外);预包装食品批发兼零售;乳制品(液体乳、乳粉、婴幼儿配方乳粉)的销售;饲料添加剂、添加剂预混合饲料、其他饲料的生产及销售;农产品的初加工及销售;道路普通货物运输。"
