ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital
105936,2.01E+11,600263,路桥建设,2007/12/31,土木工程建筑业,E48,北京市海淀区三里河路15号,北京东城区东中街9号东环广场A座写字楼八层,100027,郑凯,010-64181166,010-64182080,zqb@crbcint.com,,,116.4363117,39.93818812,CNE0000013T5,路桥集团国际建设股份有限公司,毛志远,1999/3/18 0:00,,408133010
105937,2.01E+11,600265,景谷林业,2007/12/31,林业,A02,云南省景谷傣族彝族自治县振兴路83号,云南省景谷傣族彝族自治县威远路47号,666400,邱海涛,"0871-6334588,0879-5228739","0871-3101849,0879-5228008",qiuhaitao@jgly.cn,高伟,91530000709835283M,100.7079247,23.49008673,CNE0000014C9,云南景谷林业股份有限公司,马春华,1999/3/9 0:00,,129800000
105554,2.01E+11,600266,北京城建,2007/12/31,土木工程建筑业,E48,北京市海淀区学院南路62号,北京市朝阳区北土城西路11号城建开发大厦,100029,张财广,010-82275538,010-82275533,zhangcg@bucid.com,李威,,116.3842065,39.97704439,CNE000000Y52,北京城建投资发展股份有限公司,刘龙华,1998/12/30 0:00,,741000000
105592,2.01E+11,600267,海正药业,2007/12/31,医药制造业,C27,浙江省台州市椒江区外沙路46号,浙江省台州市椒江区外沙路46号,318000,张薇,"0571-85278141,0576-88827809",0571-85270053,stock600267@hisunpharm.com,邓久发,,121.4657199,28.67577598,CNE0000013Z2,浙江海正药业股份有限公司,白骅,1998/2/11 0:00,,449280000
105593,2.01E+11,600268,国电南自,2007/12/31,专用设备制造业,C35,江苏省南京市江宁开发区菲尼克斯路11号,江苏省南京市新模范马路38号,210003,邹峰,"025-83410173,83537368",025-83410871,s-dept@sac-china.com,肖宁,,118.7730522,32.07954003,CNE0000010S3,国电南京自动化股份有限公司,白绍桐,1999/9/22 0:00,,177000000
105594,2.01E+11,600269,赣粤高速,2007/12/31,道路运输业,G54,南昌市高新技术开发区火炬大街199号赣能大厦,南昌市高新技术开发区火炬大街199号赣能大厦;南昌市西湖区朝阳洲中路367号赣粤大厦,"330,029,330,025",熊长水,0791-6504265,0791-6527021,xiongcsh@sina.com,牛志明,91360000705501796N,115.8752923,28.66495778,CNE0000012D1,江西赣粤高速公路股份有限公司,黄铮,1998/3/31 0:00,,1167667479
105595,2.01E+11,600270,外运发展,2007/12/31,航空运输业,G56,北京市顺义区北京天竺空港工业区A区天柱路20号,北京市顺义区北京天竺空港工业区A区天柱路20号,101312,张葵,010-80418928,010-80418933,stock@sinoair.com,,,116.5631123,40.07069017,CNE0000015Z7,中外运空运发展股份有限公司,张建卫,1999/10/11 0:00,,905481720
105138,2.01E+11,600271,航天信息,2007/12/31,计算机、通信和其他电子设备制造业,C39,北京市海淀区中关村南大街2号北京科技会展中心写字楼30层,北京市海淀区杏石口路甲18号航天信息园,100195,王玉敏,010-88439766,010-88439766,wangyumin@aisino.com,张燕,,116.2578473,39.94659037,CNE000001FB1,航天信息股份有限公司,夏国洪,2000/11/1 0:00,,307800000
105139,2.01E+11,600272,开开实业,2007/12/31,纺织服装、服饰业,C18,上海市万航渡路888号,上海市南京西路819号7楼,200041,黄伟康,021-52138586,021-52138586,0dm@chinesekk.com,刘光靓,,121.4609166,31.2305763,CNE000001766,上海开开实业股份有限公司,何才彪,1993/3/18 0:00,900943,243000000
105140,2.01E+11,600273,华芳纺织,2007/12/31,纺织业,C17,江苏省张家港市塘桥镇人民南路1号,江苏省张家港市塘桥镇人民南路1号,215611,宋满元,0512-58438222,0512-58438222,fzgf@hfangfz.com,,9.13E+17,120.6476063,31.81062639,CNE000001F62,华芳纺织股份有限公司,秦大乾,1998/4/3 0:00,,315000000
104989,2.01E+11,600275,武昌鱼,2007/12/31,渔业,A04,湖北省鄂州市南浦南路特1号,湖北省鄂州市南浦南路特1号,436000,汪小林,0711-3200330,0711-3200330,wuchangyu@263.net,许轼,,114.8847801,30.39436964,CNE0000014F2,湖北武昌鱼股份有限公司,翦英海,1999/4/27 0:00,,508837238
105141,2.01E+11,600276,恒瑞医药,2007/12/31,医药制造业,C27,连云港市经济技术开发区黄河路38号,连云港市新浦区人民东路145号,222002,戴洪斌,0518-85469805,0518-85453845,600276@ hrs.com.cn,徐国文,9132070070404786XB,119.1883498,34.61825656,CNE0000014W7,江苏恒瑞医药股份有限公司,孙飘扬,1997/4/28 0:00,,431071680
105142,2.01E+11,600277,亿利科技,2007/12/31,化学原料及化学制品制造业,C26,内蒙古鄂尔多斯市东胜区鄂尔多斯西街30号,内蒙古鄂尔多斯市东胜区鄂尔多斯西街30号,17000,闫树春,0477-8372708,0477-8371744,yanshuchun@yahoo.com.cn,"索跃峰,卢丹",9.12E+17,109.983388,39.81020461,CNE0000013S7,内蒙古亿利科技实业股份有限公司,王瑞丰,1999/1/27 0:00,,173800000
105906,2.01E+11,600278,东方创业,2007/12/31,零售业,F52,上海市浦东新区向城路58号2层A座,上海市娄山关路85号A座,200336,黄大瑜,"021-62789999,62785521","021-62784020,62785384",oiehq@oie.com.cn,朱蓓,,121.4025506,31.20523617,CNE0000013J6,东方国际创业股份有限公司,蔡鸿生,1998/11/18 0:00,,320000000
105907,2.01E+11,600279,重庆港九,2007/12/31,装卸搬运和运输代理业,G58,重庆市九龙坡区盘龙镇盘龙五村113-13号,重庆市渝中区信义街18号重庆朝天门大酒店15楼,400011,周小雄,023-63100830,023-63801564,zhouxx@cqgj.com.cn,谭毓华,91500000202803688M,106.5867279,29.56530999,CNE000001485,重庆港九股份有限公司,梁从友,1999/1/8 0:00,,228390960
105968,2.01E+11,600280,南京中商,2007/12/31,零售业,F52,南京市白下区中山南路79号,南京市白下区中山南路79号,210005,杨学萍,025-84728470,025-84722766,yxp@njzysc.com,官国宝,,118.784516,32.03836474,CNE0000014V9,南京中央商场股份有限公司,胡晓军,1991/6/22 0:00,,143541848
105969,2.01E+11,600281,太化股份,2007/12/31,化学原料及化学制品制造业,C26,山西省太原市学府西街高科技园区长治路工西三条2号,山西省太原市义井街20号,30021,刘昌林,0351-5638038,0351-5638000,thgf@public.ty.sx.cn,李志平,9.11E+17,112.511619,37.81624902,CNE000001550,太原化工股份有限公司,邢亚东,1999/2/26 0:00,,489906690
105807,2.01E+11,600282,南钢股份,2007/12/31,黑色金属冶炼及压延加工业,C31,江苏省南京市六合区卸甲甸,江苏省南京市六合区卸甲甸,210035,徐林,025-57056780,025-57052184,nggf@600282.net,张善康,,118.74212,32.20810288,CNE0000014Q9,南京钢铁股份有限公司,肖同友,1999/3/18 0:00,,936000000
105877,2.01E+11,600283,钱江水利,2007/12/31,电力、热力生产和供应业,D44,浙江省杭州市三台山路3号,浙江省杭州市三台山路3号,310013,吴天石,0571-87974399,0571-87974400,wts@qjwater.com.cn,贾庆洲,,120.1366842,30.22514825,CNE000001519,钱江水利开发股份有限公司,何中辉,1998/12/30 0:00,,285330000
105939,2.01E+11,600284,浦东建设,2007/12/31,土木工程建筑业,E48,上海市浦东新区佳林路1028号,上海市浦东新区东方路971号钱江大厦21楼,200122,常江,021-58206677-244,021-68765759,changj@pdjs.com.cn,王俊,,121.5298857,31.22280477,CNE000001GY1,上海浦东路桥建设股份有限公司,葛培健,1998/1/9 0:00,,226000000
105955,2.01E+11,600285,羚锐股份,2007/12/31,医药制造业,C27,河南省新县向阳路232号,河南省新县城关解放路59号,465550,都强,0376-2973569,0376-2973606,douqiang@vip.sina.com,叶强,,114.8740761,31.62332099,CNE000001501,河南羚锐制药股份有限公司,熊维政,1999/4/18 0:00,,200720000
105957,2.01E+11,600287,江苏舜天,2007/12/31,零售业,F52,南京市建邺路98号,南京市宁南大道21号B座,210012,杨青峰,025-52875628,025-84201927,heroch@saintycorp.com,陈浩杰,,118.7861026,31.97788201,CNE0000014H8,江苏舜天股份有限公司,成俊,1993/12/18 0:00,,436796074
105987,2.01E+11,600288,大恒科技,2007/12/31,计算机、通信和其他电子设备制造业,C39,北京市海淀区中关村大街22号中科大厦十一层,北京市海淀区苏州街3号大恒科技大厦15层,100080,严宏深,010-82827850,010-82827853,600288@dhkj.sina.net,潘裕民,,116.3055827,39.98151232,CNE0000015K9,大恒新纪元科技股份有限公司,张家林,1998/12/14 0:00,,336000000
106073,2.01E+11,600289,亿阳信通,2007/12/31,软件和信息技术服务业,I65,哈尔滨市南岗区高新技术产业开发区1号楼,北京市海淀区亮甲店130号亿阳大厦;哈尔滨南岗区高新技术产业开发区1号楼,"100,036,150,090",孙文恒,010-88157899,010-88140589,bit@boco.com.cn,郭莲花,,116.2797879,39.92826373,CNE000001220,亿阳信通股份有限公司,常学群,1995/1/18 0:00,,293309184
105723,2.01E+11,600290,华仪电气,2007/12/31,专用设备制造业,C35,浙江省乐清市经济开发区(盐盆新区)纬四路,浙江省乐清市经济开发区(盐盆新区)纬四路,325600,骆克梅,0577-62661122,0577-62237777,hyzqb@heag.com,姜福君,91330000713248305N,120.9934438,28.05351319,CNE0000015B8,华仪电气股份有限公司,陈道荣,1998/12/31 0:00,,244020000
105724,2.01E+11,600291,西水股份,2007/12/31,非金属矿物制品业,C30,内蒙古乌海市,内蒙古.乌海市.海南区,16032,谢圣正,0473-4663855,0473-4663855,xsgfxsz@163.com,,9.12E+17,106.8915607,39.4409546,CNE000001451,内蒙古西水创业股份有限公司,胡佃平,1998/12/18 0:00,,160000000
105725,2.01E+11,600292,九龙电力,2007/12/31,电力、热力生产和供应业,D44,重庆市高新技术产业开发区九龙园区盘龙村113号,重庆市九龙坡区杨家坪前进支路8号,400050,黄青华,023-68787928,023-68787944,hqh@jiulongep.com,王岱青,91500000203108740N,106.5130061,29.50948983,CNE000001592,重庆九龙电力股份有限公司,刘渭清,1994/6/30 0:00,,334500000
105747,2.01E+11,600293,三峡新材,2007/12/31,其他制造业,C41,湖北省当阳市经济技术开发区,湖北省当阳市经济技术开发区,444105,张光春,0717-3280108,0717-3285258,zhanggc@sxxc.com.cn,黄旭初,9.14E+17,111.7979451,30.83957276,CNE0000014M8,湖北三峡新型建材股份有限公司,徐麟,1993/3/26 0:00,,344502600
105765,2.01E+11,600295,鄂尔多斯,2007/12/31,纺织服装、服饰业,C18,内蒙古东胜区达拉特南路102号,内蒙古东胜区达拉特南路102号,17000,曾广春,0477-8543509,0477-8523812,zeng_gc@chinaerdos.com,李丽丽,,110.0040959,39.79882233,CNE0000017T6,内蒙古鄂尔多斯羊绒制品股份有限公司,王林祥,1995/10/15 0:00,900936,1032000000
105767,2.01E+11,600297,美罗药业,2007/12/31,医药制造业,C27,大连市高新技术产业园区七贤岭敬贤街29号,大连市高新技术产业园区七贤岭敬贤街18号,116025,张宁,0411-84820297,0411-84820297,merro600297@163.com,纪中英,,121.3199418,38.8750761,CNE000001576,大连美罗药业股份有限公司,张成海,1999/8/24 0:00,,137000000
105768,2.01E+11,600298,安琪酵母,2007/12/31,农副食品加工业,C13,湖北省宜昌市中南路24号,湖北省宜昌市中南路24号,443003,周帮俊,0717-6371088,0717-6369865,zbj@angel.com.cn,高路,,111.3288424,30.6695387,CNE0000014G0,安琪酵母股份有限公司,俞学锋,1998/3/25 0:00,,271400000
105927,2.01E+11,600299,蓝星新材,2007/12/31,化学原料及化学制品制造业,C26,北京市海淀区花园东路30号花园饭店6201室,北京市朝阳区北三环东路19号,100029,冯新华,010-64411094,010-64429425,xcl-008@star-nm.com,李桢,9.11E+17,116.4172086,39.96953577,CNE000001253,蓝星化工新材料股份有限公司,任建明,1999/5/31 0:00,,402082738
105809,2.01E+11,600300,维维股份,2007/12/31,酒、饮料和精制茶制造业,C15,江苏省徐州市维维大道300号,江苏省徐州市维维大道300号,221111,丁金礼,0516－83290169,0516－83394888,dingjl@vvgroup.com,詹其安,,117.2643431,34.18545712,CNE000001378,维维食品饮料股份有限公司,胡云峰,1999/8/6 0:00,,660000000
105810,2.01E+11,600301,南化股份,2007/12/31,化学原料及化学制品制造业,C26,广西南宁市南建路26号,广西南宁市南建路26号,530031,高友志,0771-4835135,0771-4835643,,戴素霞,9.15E+17,108.2927623,22.78492056,CNE0000013B3,南宁化工股份有限公司,陈载华,1998/6/15 0:00,,235148140
105811,2.01E+11,600302,标准股份,2007/12/31,专用设备制造业,C35,西安市太白南路335号,西安市太白南路335号,710068,吴涛,029-88279352,029-88263001,wt@chinatypical.com,马增魁,91610113628001682H,108.9202649,34.22953123,CNE0000015X2,西安标准工业股份有限公司,翁锡明,1999/5/28 0:00,,346009804
105830,2.01E+11,600303,曙光股份,2007/12/31,汽车制造业,C36,辽宁省丹东市振安区曙光路50号,辽宁省丹东市振安区曙光路50号,118001,那涛,0415-4146825,0415-4142821,dongban@sgautomotive.com,于洪亮,,124.43246,40.15685,CNE000001691,辽宁曙光汽车集团股份有限公司,李进巅,1995/12/11 0:00,,222000000
105898,2.01E+11,600305,恒顺醋业,2007/12/31,食品制造业,C14,江苏省镇江市中山西路84号,江苏省镇江市中山西路84号,212004,杨永忠,0511－85230222－3147,0511－85230209,yyz3399@163.com,魏陈云,,119.4411542,32.20232835,CNE000001725,江苏恒顺醋业股份有限公司,叶有伟,1993/2/5 0:00,,127150000
105959,2.01E+11,600306,商业城,2007/12/31,零售业,F52,沈阳市沈河区中街路212号,沈阳市沈河区中街路212号,110011,张黎明,024-24865832,024-24848007,sycgf@e-syc.com.cn,"李楠,张建佐",9.12E+17,123.4621505,41.80192686,CNE0000016B6,沈阳商业城股份有限公司,张殿华,1999/7/26 0:00,,178138918
105975,2.01E+11,600307,酒钢宏兴,2007/12/31,黑色金属冶炼及压延加工业,C31,甘肃省嘉峪关市雄关东路12号,甘肃省嘉峪关市雄关东路12号,735100,宋之国,0937-6715370,0937-6715507,jgzqb@jiugang.com,齐晓东,91620000710375659T,98.29006351,39.77197265,CNE000001600,甘肃酒钢集团宏兴钢铁股份有限公司,秦治庚,1999/4/17 0:00,,873600000
105976,2.01E+11,600308,华泰股份,2007/12/31,造纸及纸制品业,C22,山东省东营市广饶县大王镇,山东省东营市广饶县大王镇,257335,许华村,0546-7798848,0546-6871957,xuhuacun@sina.com,,91370000164960403T,118.5296549,36.98545118,CNE0000014Y3,山东华泰纸业股份有限公司,李建华,1993/6/6 0:00,,548645233
105977,2.01E+11,600309,烟台万华,2007/12/31,化学原料及化学制品制造业,C26,烟台市幸福南路7号,烟台市幸福南路7号,264002,郭兴田,0535-6698537,0535-6837894,stock@ytpu.com,肖明华,,121.3723597,37.56314185,CNE0000016J9,烟台万华聚氨酯股份有限公司,丁建生,1998/12/16 0:00,,1663334400
106005,2.01E+11,600310,桂东电力,2007/12/31,电力、热力生产和供应业,D44,广西贺州市平安西路12号,广西贺州市平安西路12号,542800,陆培军,"0774-5297796,5283977",0774-5285255,Lupeijun@gdep.com.cn,,,111.5590953,24.41092343,CNE000001741,广西桂东电力股份有限公司,温昌伟,1998/12/4 0:00,,156750000
106006,2.01E+11,600311,荣华实业,2007/12/31,农副食品加工业,C13,甘肃省武威市东关街荣华路1号,甘肃省武威市东关街荣华路1号,733000,辛永清,0935-6151222,0395-6151333,rhxyongqin@163.com,刘全,,102.6621258,37.91880833,CNE000001873,甘肃荣华实业(集团)股份有限公司,张严德,1998/11/12 0:00,,665600000
105727,2.01E+11,600312,平高电气,2007/12/31,专用设备制造业,C35,河南省平顶山市南环东路22号,河南省平顶山市南环东路22号,467001,程占彪,0375-3804031,0375-3804464,chengzb@pinggao.com,常永斌,,113.3458844,33.72055542,CNE000001774,河南平高电气股份有限公司,韩海林,1999/7/12 0:00,,365173697
105990,2.01E+11,600313,ST 中农,2007/12/31,农业,A01,北京市丰台区科学城10D地块2号楼,北京市丰台区桥南科学城星火路1号昌宁大厦11层A室,100070,黄桂河,010-83607371,010-83607370,ZHONGNZY@163.COM,,,116.2860452,39.83431094,CNE0000016R2,中垦农业资源开发股份有限公司,李小平,1999/8/13 0:00,,304200000
105991,2.01E+11,600315,上海家化,2007/12/31,化学原料及化学制品制造业,C26,上海市保定路527号,上海市保定路527号,200082,冯珺,021-25016007,021-65129748,fengjun@jahwa.com.cn,曾巍,,121.5074472,31.26093099,CNE0000017K5,上海家化联合股份有限公司,葛文耀,1995/12/1 0:00,,175259392
105752,2.01E+11,600316,洪都航空,2007/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,南昌高新技术产业开发区南飞点,南昌市新溪桥,330024,曹春,0791-8467456,0791-8467843,caoc@hongdu-aviation.com,刘定柏,91360000705515290C,115.943177,28.6347679,CNE0000015N3,江西洪都航空工业股份有限公司,吴方辉,1999/12/16 0:00,,252000000
105770,2.01E+11,600317,营口港,2007/12/31,装卸搬运和运输代理业,G58,辽宁省营口市鲅鱼圈区新港大路1号,辽宁省营口市鲅鱼圈区新港大路1号,115007,杨会君,0417－6268506,0417－6268506,yhj-ykplc@ykport.com.cn,李丽,91210000716409709T,122.119108,40.28686191,CNE0000019S4,营口港务股份有限公司,高宝玉,2000/3/22 0:00,,348785813
105771,2.01E+11,600318,巢东股份,2007/12/31,非金属矿物制品业,C30,安徽省巢湖市长江西路269号,安徽省巢湖市长江西路269号,238001,谢旻,0565-2389232,0565-2391720,cddms@vip.sina.com,,91340000705022576T,117.8466952,31.61950329,CNE0000015Q6,安徽巢东水泥股份有限公司,黄炳均,1999/4/16 0:00,,242000000
105772,2.01E+11,600319,亚星化学,2007/12/31,化学原料及化学制品制造业,C26,山东省潍坊市奎文区鸢飞路899号,山东省潍坊市奎文区鸢飞路899号,261031,汪波,0536-8591189,0536-8666877,info@chinayaxing.com,李念法,,119.1269014,36.72597613,CNE0000017J7,潍坊亚星化学股份有限公司,董顺兴,2000/1/17 0:00,,315594000
105773,2.01E+11,600320,振华港机,2007/12/31,专用设备制造业,C35,上海市浦东南路3470号,上海市浦东南路3470号,200125,王珏,021-50390727,021-58397000,IR@zpmc.com,李敏,,121.5079825,31.19479754,CNE000001683,上海振华港口机械(集团)股份有限公司,周纪昌,1992/2/14 0:00,900947,3207355000
105947,2.01E+11,600321,国栋建设,2007/12/31,非金属矿物制品业,C30,四川省成都市双流县板桥,四川省成都市金盾路52号国栋中央商务大厦28楼,610041,王效明,028-86119148,028-86154162,wxm@guodong.cn,胡海涛,9151010020238978X2,104.0615179,30.6538855,CNE0000017R0,四川国栋建设股份有限公司,王春鸣,1993/5/22 0:00,,227760000
105832,2.01E+11,600322,天房发展,2007/12/31,房地产业,K70,天津市和平区常德道80号,天津市和平区常德道80号,300050,陈长来,022-23317185,022-23317185,tffz@sina.com,杨新喆,,117.1946954,39.10516143,CNE0000018Z1,天津市房地产发展(集团)股份有限公司,张勇,1993/2/25 0:00,,1105700000
105833,2.01E+11,600323,南海发展,2007/12/31,水的生产和供应业,D46,广东省佛山市南海区桂城南海大道建行大厦,广东省佛山市南海区桂城南海大道建行大厦,528200,金铎,0757-86280996,0757-86328565,600323@nhd.net.cn,黄春然,9144060028000315XF,113.1123762,23.07077463,CNE000001675,南海发展股份有限公司,何向明,1992/12/17 0:00,,208514168
105834,2.01E+11,600325,华发股份,2007/12/31,房地产业,K70,珠海拱北丽景花园华发大楼,珠海拱北丽景花园华发大楼,519012,谢伟,0756-8282111,0756-8883298,zqb@cnhuafas.com,阮宏洲,,113.3205368,22.22273538,CNE000001GR5,珠海华发实业股份有限公司,袁小波,1992/8/18 0:00,,315957539
105851,2.01E+11,600326,西藏天路,2007/12/31,道路运输业,G54,西藏拉萨市夺底路14号,西藏拉萨市夺底路14号,850000,梅珍,0891-6902700,0891-6903003,,,91540000710905111C,91.1421705,29.66522044,CNE0000016T8,西藏天路股份有限公司,扎西江措,1999/3/29 0:00,,228000000
105918,2.01E+11,600327,大厦股份,2007/12/31,零售业,F52,江苏省无锡市中山路343号,江苏省无锡市中山路343号,214001,张斌,0510-82702093,0510-82700159,cmc@eastall.com,陈辉,,120.2993374,31.57716303,CNE000001BP0,无锡商业大厦大东方股份有限公司,潘霄燕,1999/9/17 0:00,,326069883
105979,2.01E+11,600328,兰太实业,2007/12/31,化学原料及化学制品制造业,C26,内蒙古阿拉善左旗吉兰泰镇,内蒙古阿拉善左旗乌斯太镇阿拉善经济开发区,750336,李晶,0473-3443696,0473-3443699,ltsylj@lantaicn.com,赵双云,91152900701463809K,106.6529793,39.42000477,CNE000001618,内蒙古兰太实业股份有限公司,李德禄,1998/12/31 0:00,,359118030
105797,2.01E+11,600329,中新药业,2007/12/31,医药制造业,C27,天津市南开区白堤路17号,天津市南开区白堤路17号,300193,焦艳,022-27020892,022-27020599,zxyy600329@163.com,,,117.1636253,39.12641197,CNE000001808,天津中新药业集团股份有限公司,郝非非,1992/12/20 0:00,,369654360
105798,2.01E+11,600330,天通股份,2007/12/31,计算机、通信和其他电子设备制造业,C39,浙江省海宁市盐官镇郭店建设路11号,浙江省嘉兴市南湖区亚太路1号,314006,许丽秀,0573-82585878,0573-82585800,xlx@tdgcore.com,,91330000710969078C,120.8285228,30.74297175,CNE0000016W2,天通控股股份有限公司,潘建清,1999/2/10 0:00,,490682000
105522,2.01E+11,600331,宏达股份,2007/12/31,化学原料及化学制品制造业,C26,四川省什邡市师古镇,四川省成都市锦里东路2号宏达大厦,610041,王延俊,028－86141081,028－86140372,hongdazqb@163.com,刘洪,91510600205363163Y,104.0606379,30.6481055,CNE0000019F1,四川宏达股份有限公司,刘沧龙,1994/6/30 0:00,,516000000
103288,2.01E+11,600332,广州药业,2007/12/31,医药制造业,C27,中国广东省广州市沙面北街45号,中国广东省广州市沙面北街45号,510130,何舒华,"020-81218117,81218119",202-81216408,hesh@gpc.com.cn/huangxz@gpc.com.cn,黄雪贞,,113.2464773,23.10792987,CNE000001733,广州药业股份有限公司,杨荣明,1997/9/1 0:00,874,810900000
106007,2.01E+11,600333,长春燃气,2007/12/31,燃气生产和供应业,D45,长春市朝阳区延安大街421号,长春市朝阳区延安大街421号,130021,孙树怀,0431-85954615,0431-85954665,shuhuai0333@vip.sina.com,赵勇,9122010170257210XP,125.3041913,43.86153535,CNE0000015W4,长春燃气股份有限公司,王振,1993/6/8 0:00,,461519808
106008,2.01E+11,600335,鼎盛天工,2007/12/31,通用设备制造业,C34,天津新技术产业园华苑产业区(环外)海泰南北大街5号,天津新技术产业园华苑产业区(环外)海泰南北大街5号,300384,叶志玲,022-58396200,022-58396201,600335@163.com,,,117.0875971,39.10114079,CNE0000017D0,鼎盛天工工程机械股份有限公司,李鹤鹏,1999/3/26 0:00,,137978600
106024,2.01E+11,600336,澳柯玛,2007/12/31,电气机械及器材制造业,C38,青岛经济技术开发区前湾港路315号,青岛经济技术开发区前湾港路315号,266510,孙武,0532-86765129,0532-86765129,sunwu@aucma.com.cn,,91370200163621493Q,120.1469695,36.00337135,CNE0000016C4,青岛澳柯玛股份有限公司,李蔚,1998/12/28 0:00,,341036000
106025,2.01E+11,600337,美克股份,2007/12/31,家具制造业,C21,新疆乌鲁木齐经济技术开发区迎宾路160号,新疆乌鲁木齐经济技术开发区迎宾路160号,830026,黄新,0991-3836028,"0991-3838191,3836028",mkzq@markor.com.cn,张燕,,87.51723984,43.88601665,CNE0000015M5,美克国际家具股份有限公司,寇卫平,1995/8/16 0:00,,283668900
105757,2.01E+11,600338,ST 珠峰,2007/12/31,有色金属冶炼及压延加工业,C32,西藏自治区拉萨市北京中路65号,成都市一环路西一段2号高升大厦九楼,610041,侯映学,028-85092553,028-85096629,houyingxue@21cn.com,邹玮,9.15E+17,104.040874,30.6431628,CNE0000016D2,西藏珠峰工业股份有限公司,陈汛桥,1998/11/30 0:00,,158333333
105775,2.01E+11,600339,天利高新,2007/12/31,石油加工、炼焦及核燃料加工业,C25,新疆独山子区大庆东路2号,新疆独山子区大庆东路2号,833600,杨宁,0992-3655959,0992-3659999,tlgx_yangn59@sina.com,肖艳,,84.87908017,44.32821629,CNE000001642,新疆独山子天利高新技术股份有限公司,付德新,1999/4/28 0:00,,404303978
105776,2.01E+11,600340,国祥股份,2007/12/31,电气机械及器材制造业,C38,浙江省上虞市百官镇中塘,浙江省上虞市百官镇中塘,312300,陈根伟,0575-2158191,0575-2151888,awiad@ekingair.com,,,120.7197911,30.13292008,CNE000001GG8,浙江国祥制冷工业股份有限公司,陈天麟,1993/5/28 0:00,,145324675
105777,2.01E+11,600343,航天动力,2007/12/31,通用设备制造业,C34,西安市高新区锦业路78号,西安市高新区锦业路78号,710077,崔积堂,029-81881823,029-81881812,cjt@china-htdl.com,孟涛,91610000713592579L,108.853154,34.19361856,CNE000001DT8,陕西航天动力高科技股份有限公司,王新敏,1999/12/24 0:00,,185000000
105778,2.01E+11,600345,长江通信,2007/12/31,计算机、通信和其他电子设备制造业,C39,武汉市东湖开发区关东工业园文华路2号,武汉市东湖开发区关东工业园文华路2号,430074,高国志,027-67840308,027-67840279,gaogz@ycig.com,熊作成,,114.4349822,30.4989768,CNE000001659,武汉长江通信产业集团股份有限公司,熊瑞忠,1996/1/2 0:00,,198000000
105967,2.01E+11,600346,大橡塑,2007/12/31,专用设备制造业,C35,大连市甘井子区周水子广场一号,大连市甘井子区周水子广场一号,116033,孙培德,0411-86641861-6106,0411-86641645,spd@dlrpm.com,薛景然,,121.5662123,38.95511083,CNE0000018V0,大连橡胶塑料机械股份有限公司,洛少宁,1999/3/9 0:00,,105000000
105853,2.01E+11,600348,国阳新能,2007/12/31,煤炭开采和洗选业,B06,山西省阳泉市北大街5号,山西省阳泉市北大街5号,45000,李国基,0353-7078728,0353-7078718,ligj@vip.sina.com,王平浩,,113.5675411,37.86790117,CNE000001FP1,山西国阳新能股份有限公司,石盛奎,1999/12/30 0:00,,481000000
105854,2.01E+11,600350,山东高速,2007/12/31,公共设施管理业,N78,济南市文化东路29号七星吉祥大厦A座,济南市文化东路29号七星吉祥大厦A座,250014,王云泉,0531-89260052,0531-89260050,wangyq@sdecl.com.cn,"赵晓玲,马宁",,117.069506,36.6550322,CNE0000019Y2,山东高速公路股份有限公司,孙亮,1999/11/16 0:00,,3363800000
105855,2.01E+11,600351,亚宝药业,2007/12/31,医药制造业,C27,山西省芮城县富民路43号,山西省风陵渡经济开发区工业大道1号,44602,任蓬勃,0359-3388078,0359-3388076,yabaorpb@vip.sina.com,杨英康,,110.6950443,34.689332,CNE000001CM5,山西亚宝药业集团股份有限公司,任武贤,1999/1/26 0:00,,133125000
105871,2.01E+11,600352,浙江龙盛,2007/12/31,化学原料及化学制品制造业,C26,浙江省上虞市道墟镇,浙江省上虞市道墟镇,312368,常盛,0575-82048616,0575-82041589,changsheng@longsheng.com,陈国江,91330000704202137E,120.7721044,30.04395477,CNE000001FJ4,浙江龙盛集团股份有限公司,阮伟祥,1998/3/23 0:00,,659000000
105938,2.01E+11,600353,旭光股份,2007/12/31,计算机、通信和其他电子设备制造业,C39,成都市新都区电子路172号,成都市新都区电子路172号,610500,刘卫东,028-83967182,028-83967187,LWD898@163.com,,9151010020258792XX,104.159457,30.81414674,CNE000001D49,成都旭光电子股份有限公司,葛行,1994/2/28 0:00,,113240450
105801,2.01E+11,600354,敦煌种业,2007/12/31,农业,A01,甘肃省酒泉市盘旋东路28号,甘肃省酒泉市肃州区肃州路28号,735000,张绍平,0937-2663908,0937-2663908,dhzyzqp@sina.com,,,98.5004743,39.73165378,CNE000001GJ2,甘肃省敦煌种业股份有限公司,王大和,1998/12/28 0:00,,185966400
105861,2.01E+11,600355,精伦电子,2007/12/31,计算机、通信和其他电子设备制造业,C39,武汉市东湖开发区光谷大道70号,武汉市东湖开发区光谷大道70号,430223,张万宏,027-87921111-3221,027-87537800,A600355@126.com,赵竫,91420000300018894D,114.4200268,30.47198344,CNE000001BK1,精伦电子股份有限公司,张学阳,1994/12/14 0:00,,246044600
