ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital,Website
10122683,2.01E+11,300534,陇神戎发,2017/12/31,医药制造业,C27,甘肃省兰州市榆中县定远镇国防路10号,甘肃省兰州市榆中县定远镇国防路10号,730102,元勤辉,0931-5347119,0931-5347119,lsrfzq@163.com,薛守兵,91620000720238148G,104.0141187,35.94615933,CNE100002CP5,甘肃陇神戎发药业股份有限公司,康海军,2002/6/3 0:00,,303345000,www.lsrfzy.com
10123014,2.01E+11,300535,达威股份,2017/12/31,化学原料及化学制品制造业,C26,四川省成都市新津县五津镇希望路555号,四川省成都市新津县五津镇希望路555号,611430,李红,028-85136056-8500,028-85328399,dowell@dowellchem.cn,,9151010075595673X5,103.8052253,30.4377322,CNE100002CQ3,四川达威科技股份有限公司,严建林,2003/11/13 0:00,,59740000,www.dowellchem.cn
10123158,2.01E+11,300536,农尚环境,2017/12/31,土木工程建筑业,E48,湖北省武汉市江岸区江汉北路34号九运大厦23层c座1-3室,湖北省武汉市汉阳区归元寺路18-8号,430050,郑菁华,027-84899141,027-84454919,zjh976627@163.com,徐成龙,9.14201E+17,114.2788527,30.58931271,CNE100002CR1,武汉农尚环境股份有限公司,吴亮,2000/4/28 0:00,,167593219,www.nusunlandscape.com
10133341,2.01E+11,300537,广信材料,2017/12/31,化学原料及化学制品制造业,C26,江苏省江阴市青阳镇工业集中区华澄路18号,江苏省江阴市青阳镇工业集中区华澄路18号,214401,周亚松,0510-68826620,0510-86590151,kuangshun_ir@kuangshun.com,,91320200784366544H,120.2559862,31.74854234,CNE100002CS9,江苏广信感光新材料股份有限公司,李有明,2006/5/12 0:00,,193027584,www.kuangshun.com
10134769,2.01E+11,300538,同益股份,2017/12/31,批发业,F51,广东省深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦B座0301、0302、0303、0305、0306、0310、1106(办公场所),广东省深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦B座0301、0302、0303、0305、0306、0310、1106(办公场所),518101,徐浪,0755-21638277,0755-27780676,tongyizq@tongyiplastic.com,李艳昌;朱慧芬,91440300745194612K,113.8800938,22.54903584,CNE100002CT7,深圳市同益实业股份有限公司,邵羽南,2002/12/25 0:00,,56476900,www.tongyiplastic.com
10122094,2.01E+11,300539,横河模具,2017/12/31,橡胶和塑料制品业,C29,浙江省慈溪市新兴产业集群区宗汉街道新兴大道588号,浙江省慈溪市新兴产业集群区宗汉街道新兴大道588号,315301,窦保兰,0574-63254939,0574-63265678,doubaolan@mouldcenter.com,卢哓霞,9133020014469905X0,121.2076395,30.23023852,CNE100002CV3,宁波横河模具股份有限公司,胡志军,2001/7/9 0:00,,209000000,www.mouldcenter.com
10134515,2.01E+11,300540,深冷股份,2017/12/31,通用设备制造业,C34,四川省成都市郫县成都现代工业港北片区,四川省成都市郫都区成都现代工业港北区港北四路335号,611730,马继刚,028-87893658,028-87893650,300540@shenlenggufen.com,向星睿,91510124674318293R,103.9240033,30.80106734,CNE100002CW1,成都深冷液化设备股份有限公司,谢乐敏,2008/4/28 0:00,,80000000,www.chengduair.com
10134721,2.01E+11,300541,先进数通,2017/12/31,软件和信息技术服务业,I65,北京市海淀区车道沟一号滨河大厦D座六层,北京市海淀区车道沟一号滨河大厦D座六层,100089,朱胡勇,010-68700009,010-68700510,adtec@adtec.com.cn,王朗,91110108801146341D,116.3038372,39.94534246,CNE100002CX9,北京先进数通信息技术股份公司,林鸿,2000/10/31 0:00,,120000000,www.adtec.com.cn
10120730,2.01E+11,300542,新晨科技,2017/12/31,软件和信息技术服务业,I65,北京市海淀区蓝靛厂东路2号院金源时代商务中心2号楼B座8层,北京市海淀区蓝靛厂东路2号院金源时代商务中心2号楼B座8层,100097,张大新,010-88877301,010-88877301,brilliance@brilliance.com.cn,丁菲,9.11101E+17,116.2883581,39.96101541,CNE100002CY7,新晨科技股份有限公司,康路,1998/1/24 0:00,,91191500,www.brilliance.com.cn
10133516,2.01E+11,300543,朗科智能,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市宝安区石岩街道上排社区爱群路同富裕工业区8-4#厂房,广东省深圳市宝安区石岩街道上排社区爱群路同富裕工业区8-4#厂房,518108,吴晓成,0755-36690853,0755-33236611-808,stock@longood.com,吴超,9.14403E+17,113.9309438,22.6952776,CNE100002CZ4,深圳市朗科智能电气股份有限公司,陈静,2001/11/20 0:00,,120000000,www.longood.com
10133517,2.01E+11,300545,联得装备,2017/12/31,专用设备制造业,C35,广东省深圳市龙华区大浪街道大浪社区同富邨工业园A区3栋1-4层,广东省深圳市龙华区大浪街道大浪社区同富邨工业园A区3栋1-4层,518109,钟辉,0755-33687809,0755-33687809,irm@szliande.com,杨晓芬,91440300738806748A,113.9948163,22.69784483,CNE100002D04,深圳市联得自动化装备股份有限公司,聂泉,2002/6/7 0:00,,72066136,www.liande-china.com
10106931,2.01E+11,300546,雄帝科技,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市南山区粤海街道深圳市软件产业基地1栋C座9层,广东省深圳市南山区粤海街道深圳市软件产业基地1栋C座9层,518000,姜宁,0755-83309271,0755-83416349,dongmiban@xiongdi.cn,刘秀芳,91440300192328114W,113.9406705,22.52449917,CNE100002D12,深圳市雄帝科技股份有限公司,高晶,1995/4/3 0:00,,135205000,www.xiongdi.cn
10119615,2.01E+11,300547,川环科技,2017/12/31,橡胶和塑料制品业,C29,四川省达州市大竹县工业园区,四川省达州市大竹县工业园区,635100,张富厚,0818-6923198,0818-6231544,chkj@chuanhuan.com,周贤华,91511700740027188A,107.2388701,30.74299844,CNE100002D20,四川川环科技股份有限公司,文谟统,2002/6/21 0:00,,61354215,www.chuanhuan.com
10120557,2.01E+11,300548,博创科技,2017/12/31,计算机、通信和其他电子设备制造业,C39,浙江省嘉兴市南湖区亚太路306号1号楼,浙江省嘉兴市南湖区亚太路306号,314006,郑志新,0573-82585880,0573-82585881,stock@broadex-tech.com,汪文婷,91330000751914583X,120.8277128,30.74217175,CNE100002D38,博创科技股份有限公司,朱伟,2003/7/8 0:00,,82670000,www.broadex-tech.com
10121713,2.01E+11,300549,优德精密,2017/12/31,专用设备制造业,C35,江苏省昆山市高科技工业园北门路3168号,江苏省昆山市高科技工业园北门路3168号,215316,陈海鹰,0512-57770626,0512-50333518,jdcn@jouder.com,禹娟,9.13205E+17,120.9491251,31.44423634,CNE100002D46,优德精密工业(昆山)股份有限公司,曾正雄,1998/9/15 0:00,,133340000,www.jouder.com
10134712,2.01E+11,300550,和仁科技,2017/12/31,软件和信息技术服务业,I65,浙江省杭州市滨江区西兴街道新联路625号,浙江省杭州市滨江区西兴街道新联路625号,310051,章逸,0571-81397006,0571-81397100,contact@herenit.com,屈鑫,91330100563023775L,120.2246314,30.20854579,CNE100002D53,浙江和仁科技股份有限公司,杨一兵,2010/10/26 0:00,,80000000,www.herenit.com
10134447,2.01E+11,300551,古鳌科技,2017/12/31,专用设备制造业,C35,上海市普陀区同普路1225弄6号,上海市普陀区同普路1225弄6号,200333,姜小丹,021-22252595,021-22252662,ir@gooao.cn,刘鹏,91310000630452159C,121.3697534,31.23138383,CNE100002D61,上海古鳌电子科技股份有限公司,陈崇军,1996/7/8 0:00,,73360000,www.gooao.cn
10101913,2.01E+11,300552,万集科技,2017/12/31,软件和信息技术服务业,I65,北京市海淀区中关村软件园12号楼一层A101B101二层A201B201三层A301B301,北京市海淀区东北旺西路8号院中关村软件园12号楼万集空间,100193,练源,010-59766888,010-58858966,zqb@wanji.net.cn,范晓倩,9111010810114488XN,116.2908165,40.04664189,CNE100002D79,北京万集科技股份有限公司,翟军,1994/11/2 0:00,,108296000,www.wanji.net.cn
10134540,2.01E+11,300553,集智股份,2017/12/31,仪器仪表制造业,C40,浙江省杭州市西湖区三墩镇西园三路10号,浙江省杭州市余杭区良渚街道七贤路1-1号,311100,陈旭初,0571-87203495,0571-88302639,investor@zjjizhi.com,葛明,91330100762017394J,120.012746,30.34229952,CNE100002D87,杭州集智机电股份有限公司,楼荣伟,2004/6/2 0:00,,48000000,www.zjjizhi.com
10314538,2.01E+11,300554,三超新材,2017/12/31,非金属矿物制品业,C30,江苏省南京市江宁区淳化街道泽诚路77号,江苏省句容市开发区致远路66号,212400,周海鑫,0511-87357880,0511-87287139,zhouhx@diasc.com.cn,张赛赛,91320100704161021T,119.0418299,31.93141234,,南京三超新材料股份有限公司,邹余耀,1999/1/29 0:00,,52000000,www.diasc.com.cn
10120123,2.01E+11,300555,路通视信,2017/12/31,计算机、通信和其他电子设备制造业,C39,江苏省无锡市滨湖区五三零大厦1号十八层1802室,江苏省无锡市滨湖区胡埭工业园陆藕东路182号,214161,陶涛,0510-85113059,0510-85168153,lootom@lootom.com,,9.13202E+17,120.14405,31.56762053,CNE100002D95,无锡路通视信网络股份有限公司,贾清,2007/2/16 0:00,,200000000,www.lootom.com
10134761,2.01E+11,300556,丝路视觉,2017/12/31,软件和信息技术服务业,I65,广东省深圳市福田区福强路3030号文化体育产业总部大厦17楼,广东省深圳市福田保税区市花路花样年福年广场B4栋108室,518045,王军平,0755-88321687,0755-88321687,securities@silkroadcg.com,王瑜,9.14403E+17,114.0355612,22.52485514,CNE100002DB3,丝路视觉科技股份有限公司,李萌迪,2000/3/23 0:00,,111133333,www.silkroadcg.com
10134993,2.01E+11,300557,理工光科,2017/12/31,仪器仪表制造业,C40,湖北省武汉市东湖开发区武汉理工大学科技园,湖北省武汉市东湖开发区武汉理工大学科技园,430223,林海,027-87960139,027-87960139,info@wutos.com,范洪汝,9142010072466171X0,114.3533697,30.52050085,CNE100002DC1,武汉理工光科股份有限公司,鲁国庆,2000/8/29 0:00,,55668540,www.wutos.com
10134663,2.01E+11,300558,贝达药业,2017/12/31,医药制造业,C27,浙江省杭州市余杭经济技术开发区红丰路589号,浙江省杭州市余杭经济技术开发区兴中路355号,311100,童佳,0571-89265665,0571-89265665,betta0107@bettapharma.com,沈剑豪,9.13301E+17,120.3107766,30.44021512,CNE100002DD9,贝达药业股份有限公司,丁列明,2003/1/7 0:00,,401000000,www.bettapharma.com
10121822,2.01E+11,300559,佳发安泰,2017/12/31,软件和信息技术服务业,I65,四川省成都市武侯区武兴五路433号(武侯新城管委会内),四川省成都市武侯区武兴五路433号2栋8楼(武侯新城管委会内),610046,文晶,028-65293708,028-85925610,cdjiafaantai@163.com,阴彩宾,9.15101E+17,103.9724757,30.63075296,CNE100002DF4,成都佳发安泰科技股份有限公司,袁斌,2002/10/31 0:00,,71800000,www.jf-r.com
10134627,2.01E+11,300560,中富通,2017/12/31,软件和信息技术服务业,I65,福建省福州市鼓楼区铜盘路软件大道89号软件园F区4号楼20、21、22层,福建省福州市鼓楼区铜盘路软件大道89号软件园F区4号楼20、21、22层,350003,林建平,0591-83800952,0591-87867879,linjianping@zftii.com,张伟玲,9.135E+17,119.2768936,26.11177462,CNE100002DG2,中富通股份有限公司,陈融洁,2001/11/7 0:00,,105180000,www.zftii.com
10134545,2.01E+11,300561,汇金科技,2017/12/31,软件和信息技术服务业,I65,广东省珠海市软件园路1号会展中心3#第三层,广东省珠海市软件园路1号会展中心3#第三层,519085,蔡林生,0756-3236673,0756-3236667,investor@sgsg.cc,何燕,9.14404E+17,113.5743671,22.37217254,CNE100002DH0,珠海汇金科技股份有限公司,陈喆,2005/1/26 0:00,,85160000,www.sgsg.cc
10137978,2.01E+11,300562,乐心医疗,2017/12/31,专用设备制造业,C35,广东省中山市火炬开发区东利路105号A区,广东省中山市火炬开发区东利路105号,528437,王继宝,0760-85166286,0760-85166521,ls@lifesense.com,李娟,9.1442E+17,113.5266548,22.56003253,CNE100002DJ6,广东乐心医疗电子股份有限公司,潘伟潮,2002/7/18 0:00,,188800000,www.lifesense.com
10136074,2.01E+11,300563,神宇股份,2017/12/31,计算机、通信和其他电子设备制造业,C39,江苏省江阴市长山大道22号,江苏省江阴市东外环路275号,214432,殷刘碗,0510-86279909,0510-86279909,sygf@shenyucable.com,钱菁,91320200752749700A,120.3193689,31.90112498,CNE100002DK4,神宇通信科技股份公司,汤晓楠,2003/8/6 0:00,,80000000,www.shenyucable.com
10138018,2.01E+11,300565,科信技术,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市光明新区公明办事处塘家社区高新科技园汇业路南科信小区第1栋,广东省深圳市光明新区公明办事处塘家社区高新科技园汇业路南科信小区第1栋,518107,杨亚坤,0755-29893456-8852,0755-29895093,szkexin@szkexin.com.cn,吴坚志,91440300731133026E,113.9398369,22.73179523,CNE100002DL2,深圳市科信通信技术股份有限公司,陈登志,2001/8/28 0:00,,160000000,www.szkexin.com.cn
10138027,2.01E+11,300566,激智科技,2017/12/31,计算机、通信和其他电子设备制造业,C39,浙江省宁波市高新区晶源路9号,浙江省宁波市高新区晶源路9号,315040,徐赞,0574-87908260,0574-87162028,investor@excitontech.cn,李梦云,91330200799507506N,121.6457544,29.87619517,CNE100002DM0,宁波激智科技股份有限公司,张彦,2007/3/9 0:00,,124383000,www.excitontech.cn
10108555,2.01E+11,300567,精测电子,2017/12/31,仪器仪表制造业,C40,湖北省武汉市洪山区书城路48#(北港工业园)1栋11层,湖北省武汉市洪山区南湖大道53号洪山创业中心四楼,430070,程疆,027-87671179,027-87671179,chengjiang@wuhanjingce.com,刘炳华,91420111783183308C,114.3437581,30.50357714,CNE100002DN8,武汉精测电子集团股份有限公司,彭骞,2006/4/20 0:00,,81824000,www.wuhanjingce.com
10143706,2.01E+11,300568,星源材质,2017/12/31,化学原料及化学制品制造业,C26,广东省深圳市光明新区公明办事处田园路北,广东省深圳市光明新区公明办事处田园路北,518106,周国星,0755-21383902,0755-21383902,zqb@senior798.com,肖艳丽,91440300754277719K,113.9020094,22.76382607,CNE100002DP3,深圳市星源材质科技股份有限公司,陈秀峰,2003/9/17 0:00,,192000000,www.senior798.com
10134807,2.01E+11,300569,天能重工,2017/12/31,电气机械及器材制造业,C38,山东省青岛市胶州市李哥庄镇大沽河工业园,山东省青岛市胶州市李哥庄镇大沽河工业园龙翔大街10号,266316,刘萍,0532-58829955,0532-58829955,tnzgzqb@163.com,方瑞征,91370200783729243W,120.1642675,36.35920754,CNE100002DQ1,青岛天能重工股份有限公司,郑旭,2006/3/3 0:00,,150012000,www.qdtnp.com
10133521,2.01E+11,300570,太辰光,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市坪山区龙田街道锦绣中路8号太辰光通信科技园,广东省深圳市福田区车公庙泰然工贸园201栋6楼,518040,蔡波,0755-89397558-312,0755-83400253,zqb@china-tscom.com,许红叶,91440300724721938J,114.027223,22.53482999,CNE100002DR9,深圳太辰光通信股份有限公司,张致民,2000/12/12 0:00,,229996800,www.china-tscom.com
10139514,2.01E+11,300571,平治信息,2017/12/31,互联网和相关服务,I64,浙江省杭州市江干区九盛路9号A18幢5楼518室,浙江省杭州市西湖区西溪世纪中心2号楼11层,310013,潘爱斌,0571-88939703,0571-88939705,pingzhi@tiansign.com,泮茜茜,9.13301E+17,120.071508,30.29313058,CNE100002DS7,杭州平治信息技术股份有限公司,郭庆,2002/11/25 0:00,,80000000,www.anysoft.cn
10133342,2.01E+11,300572,安车检测,2017/12/31,仪器仪表制造业,C40,广东省深圳市南山区科技中2路1号深圳软件园(二期)9栋4楼401室,广东省深圳市南山区科技中2路1号深圳软件园(二期)9栋4楼401室,518057,李云彬,0755-86182392,0755-86182379,liyb@anche.cn,李亚惠,9.14403E+17,113.9375499,22.54474316,CNE100002DT5,深圳市安车检测股份有限公司,贺宪宁,2006/8/6 0:00,,67254000,www.anche.cn
10101938,2.01E+11,300573,兴齐眼药,2017/12/31,医药制造业,C27,辽宁省沈阳市东陵区泗水街68号,辽宁省沈阳市沈河区青年大街185-2号45层,110016,张少尧,024-31161810,024-31161812,stock@sinqi.com,王朔,9.12101E+17,123.7219669,41.91964755,CNE100002DV1,沈阳兴齐眼药股份有限公司,刘继东,2000/7/5 0:00,,80000000,www.sinqi.com
10137815,2.01E+11,300575,中旗股份,2017/12/31,化学原料及化学制品制造业,C26,江苏省南京市化学工业园区长丰河路309号,江苏省南京市化学工业园区长丰河路309号,210047,丁阳,025-58375015,025-58375450,info@flagchem.com,徐利,91320100752701061X,118.735956,32.20666488,CNE100002DW9,江苏中旗科技股份有限公司,吴耀军,2003/8/7 0:00,,73350000,www.flagchem.com
10140697,2.01E+11,300576,容大感光,2017/12/31,化学原料及化学制品制造业,C26,广东省深圳市宝安区福永街道福永立新湖第一科技园研发楼第1-3楼,广东省深圳市宝安区福永街道福永立新湖第一科技园研发楼第1-3楼,518103,蔡启上,0755-27312760,0755-27312759,samcai@szrd.com,罗诚颖,91440300279247966X,113.8420561,22.682671,CNE100002DX7,深圳市容大感光科技股份有限公司,林海望,1996/6/25 0:00,,120000000,www.szrd.com
10145497,2.01E+11,300577,开润股份,2017/12/31,纺织业,C17,安徽省滁州市同乐路1555号,安徽省滁州市同乐路1555号,239000,徐耘,021-51085699,021-57683192,support@korrun.com,,91341100697359071M,118.353148,32.26120319,CNE100002DY5,安徽开润股份有限公司,范劲松,2009/11/13 0:00,,120762720,www.korrun.com
10139516,2.01E+11,300578,会畅通讯,2017/12/31,软件和信息技术服务业,I65,上海市金山区吕巷镇红光路4200-4201号2757室,上海市静安区成都北路333号招商局广场南楼17楼,200041,路路,021-61321868,021-61321869,BDoffice@bizconf.cn,沈国良,9.131E+17,121.2378254,30.8398133,,上海会畅通讯股份有限公司,路路,2006/2/8 0:00,,73761000,www.bizconf.cn
10108332,2.01E+11,300579,数字认证,2017/12/31,软件和信息技术服务业,I65,北京市海淀区北四环西路68号1501号,北京市海淀区北四环西路68号1501号,100080,齐秀彬,010-58045602,010-58045836,dongban@bjca.org.cn,杨萍,91110108722619411A,116.3053727,39.98424232,CNE100002DZ2,北京数字认证股份有限公司,詹榜华,2001/2/28 0:00,,80000000,www.bjca.org.cn
10139520,2.01E+11,300580,贝斯特,2017/12/31,汽车制造业,C36,江苏省无锡市鸿桥路801-2702,江苏省无锡市滨湖区胡埭镇合欢西路18号,214161,陈斌,0510-82475767,0510-82475767,zhengquan@wuxibest.com,邓丽,91320200240505438W,120.1221473,31.5698719,CNE100002F02,无锡贝斯特精机股份有限公司,曹余华,1997/4/16 0:00,,200000000,www.wuxibest.com
10140696,2.01E+11,300581,晨曦航空,2017/12/31,计算机、通信和其他电子设备制造业,C39,陕西省西安市高新区锦业路69号创业园C区11号,陕西省西安市高新区锦业路69号创业园C区11号,710077,张军妮,029-81881858,029-81881850,XACXHK@163.com,张笙瑶,91610131710183542G,108.8632938,34.19527615,CNE100002F10,西安晨曦航空科技股份有限公司,吴坚,2000/2/24 0:00,,90400000,
10134514,2.01E+11,300582,英飞特,2017/12/31,计算机、通信和其他电子设备制造业,C39,浙江省杭州市滨江区长河街道江虹路459号A座,浙江省杭州市滨江区长河街道江虹路459号A座,310052,贾佩贤,0571-56565800,0571-86601139,sc@inventronics-co.com,吴建伟,91330100665226709C,120.2010242,30.18469662,CNE100002F28,英飞特电子(杭州)股份有限公司,GUICHAO HUA,2007/9/5 0:00,,202602108,cn.inventronics-co.com
10146365,2.01E+11,300583,赛托生物,2017/12/31,医药制造业,C27,山东省菏泽市定陶县东外路南段,山东省菏泽市定陶区东外路南段,274100,李福文,0530-2263536,0530-2263536,stock@sitobiotech.com,李福文,91371700550911239Q,115.5729876,35.07096363,CNE100002F36,山东赛托生物科技股份有限公司,米超杰,2010/1/19 0:00,,107988667,www.sitobiotech.com
10147182,2.01E+11,300584,海辰药业,2017/12/31,医药制造业,C27,江苏省南京市经济技术开发区恒发路1号,江苏省南京市经济技术开发区恒发路1号,210046,严美强,025-83241873,025-85514865,ir_hicin@163.com,陆晋,9.13202E+17,118.876189,32.13525181,CNE100002F44,南京海辰药业股份有限公司,曹于平,2003/1/15 0:00,,80000000,www.hicin.cn
10147136,2.01E+11,300585,奥联电子,2017/12/31,汽车制造业,C36,江苏省南京市江宁区谷里街道东善桥工业集中区,江苏省南京市江宁区谷里街道东善桥工业集中区,211153,薛娟华,025-52102633,025-52102616,mail@njaolian.com,姜红,9.13201E+17,118.7012907,31.87061456,CNE100002F51,南京奥联汽车电子电器股份有限公司,刘军胜,2001/6/21 0:00,,160000000,www.njaolian.com
10133403,2.01E+11,300586,美联新材,2017/12/31,橡胶和塑料制品业,C29,广东省汕头市美联路1号,广东省汕头市美联路1号,515064,段文勇,0754-89831918,0754-89837887,mlxc@malion.cn,林端明,91440500723817938W,116.6881044,23.40104669,CNE100002F69,广东美联新材料股份有限公司,黄伟汕,2000/6/20 0:00,,96000000,www.malion.cn
10138026,2.01E+11,300587,天铁股份,2017/12/31,橡胶和塑料制品业,C29,浙江省台州市天台县人民东路928号,浙江省台州市天台县人民东路928号,317200,范薇薇,0576-83171218,0576-83990868,tiantie@tiantie.cn,范文蓉,9133100075709503XC,121.0528946,29.12585728,CNE100002F77,浙江天铁实业股份有限公司,许吉锭,2003/12/26 0:00,,104000000,www.tiantie.cn
10102402,2.01E+11,300588,熙菱信息,2017/12/31,软件和信息技术服务业,I65,新疆维吾尔自治区乌鲁木齐市高新区(新市区)北京南路358号大成国际大厦10层,新疆维吾尔自治区乌鲁木齐市高新区(新市区)北京南路358号大成国际大厦10层,830000,杨程,021-61620210,021-61620216,dongmiban@sit.com.cn,胡安琪,91650100298827325R,87.57033212,43.85366015,CNE100002F85,新疆熙菱信息技术股份有限公司,何开文,1999/7/29 0:00,,100000000,www.sit.com.cn
10147086,2.01E+11,300589,江龙船艇,2017/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,广东省中山市神湾镇桂竹路1号江龙船艇科技园,广东省珠海市平沙镇珠海大道8208号研发楼,519055,龚雪华,0756-7266221,0756-7725625-801,gong.xuehua@jianglong.cn,,91442000747058569R,113.3460582,22.26635574,,江龙船艇科技股份有限公司,晏志清,2003/1/21 0:00,,112671000,www.jianglong.cn
10147099,2.01E+11,300590,移为通信,2017/12/31,计算机、通信和其他电子设备制造业,C39,上海市闵行区宜山路1618号E厂房801A室,上海市田州路99号新茂大楼501室,200233,张杰,021-54450318,021-54451990,stock@queclink.com,唐珺,91310000690154751Q,121.3932188,31.16940458,CNE100002F93,上海移为通信技术股份有限公司,廖荣华,2009/6/11 0:00,,160000000,www.queclink.com
10147203,2.01E+11,300591,万里马,2017/12/31,皮革、毛皮、羽毛及其制品和制鞋业,C19,广东省东莞市长安镇建安路367号,广东省广州市海珠区新港东路1028号保利世界贸易中心F座3层,510308,黄晓亮,020-22319138,020-22319136,wlm_stock@wanlima.com.cn,牟其飞,91441900737590834A,113.8024902,22.81526187,CNE100002FB8,广东万里马实业股份有限公司,林大耀,2002/4/19 0:00,,312000000,www.wanlima.com.cn
10143637,2.01E+11,300592,华凯创意,2017/12/31,文化艺术业,R87,湖南省长沙市岳麓区桐梓坡西路229号厂房101,湖南省长沙市岳麓区桐梓坡西路229号厂房101,410205,王安祺,0731-85137600,0731-88915658,wanganqi@huakai.net,张小凡,91430000685008653Q,112.8766938,28.22034483,,湖南华凯文化创意股份有限公司,周新华,2009/2/23 0:00,,122381100,www.huakai.net
10102145,2.01E+11,300593,新雷能,2017/12/31,电气机械及器材制造业,C38,北京市昌平区科技园区超前路9号B座285室,北京市昌平区西三旗建材城西路新雷能大厦,100096,王华燕,010-82912892,010-82912862,webmaster@suplet.com,,91110114102600024C,116.2381144,40.20400294,,北京新雷能科技股份有限公司,王彬,1997/6/11 0:00,,115540000,www.suplet.com
10147188,2.01E+11,300595,欧普康视,2017/12/31,专用设备制造业,C35,安徽省合肥市高新区梦园路7号,安徽省合肥市望江西路与浮山路交口东南,230088,施贤梅,0551-62952208,0551-65319185,autekcfo@126.com,李谚,91340100723323559X,117.1985908,31.84259391,,欧普康视科技股份有限公司,陶悦群,2000/10/26 0:00,,124313920,www.orthok.cn
10122403,2.01E+11,300596,利安隆,2017/12/31,化学原料及化学制品制造业,C26,天津市经济技术开发区汉沽现代产业区黄山路6号,天津市南开区华苑产业区开华道20号F座20层,300384,张春平,022-83718775,022-83718815,sec@rianlon.com,刘佳,9.11201E+17,117.7659895,39.21122215,,天津利安隆新材料股份有限公司,李海平,2003/8/8 0:00,,180000000,www.rianlon.com
10140676,2.01E+11,300597,吉大通信,2017/12/31,软件和信息技术服务业,I65,吉林省长春市朝阳区南湖学府经典小区第9幢701室,吉林省长春市朝阳区南湖学府经典小区第9幢,130012,周伟,0431-85152089,0431-85175230,zhouwei@jlucdi.com,耿燕,9.12201E+17,125.3040463,43.84817501,,吉林吉大通信设计院股份有限公司,林佳云,1985/4/10 0:00,,240000000,www.jlucdi.com
10139503,2.01E+11,300598,诚迈科技,2017/12/31,软件和信息技术服务业,I65,江苏省南京市雨花台区软件大道180号南海生物科技园A2幢,江苏省南京市雨花台区软件大道180号南海生物科技园A2幢,210012,梅东,025-58301205,025-58301205,chengmai@archermind.com,,91320100790434320Q,118.7531319,31.97569192,,诚迈科技(南京)股份有限公司,王继平,2006/9/1 0:00,,80000000,www.archermind.com
10147176,2.01E+11,300599,雄塑科技,2017/12/31,橡胶和塑料制品业,C29,广东省佛山市南海区九江镇龙高路敦根路段雄塑工业园,广东省佛山市南海区九江镇龙高路敦根路段雄塑工业园,528203,杨燕芳,0757-81868097,0757-81868318,XS300599@126.com,黎丹,9.14406E+17,112.9934073,22.8640326,,广东雄塑科技集团股份有限公司,黄淦雄,2003/4/14 0:00,,304000000,www.xiongsu.cn
10133404,2.01E+11,300600,瑞特股份,2017/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,江苏省常熟市虞山镇高新技术产业园青岛路2号,江苏省常熟市虞山镇高新技术产业园青岛路2号,215500,王东,0512-52828917,0512-52348186,zqb@cs-ruite.com,伍宏发,9132050062822013XT,120.7125175,31.70890912,,常熟瑞特电气股份有限公司,龚瑞良,1993/2/9 0:00,,100000000,www.cn-ruite.com
10147145,2.01E+11,300601,康泰生物,2017/12/31,医药制造业,C27,广东省深圳市南山区科技工业园科发路6号,广东省深圳市南山区科技工业园科发路6号,518057,苗向,0755-26988558,0755-26988600,office@biokangtai.com,陶瑾,91440300618837873J,113.9480445,22.54337325,,深圳康泰生物制品股份有限公司,杜伟民,1992/9/8 0:00,,421142000,www.biokangtai.com
10147193,2.01E+11,300602,飞荣达,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市南山区桃源街道北环路猫头山高发工业区高发8＃厂房一至六层、3#厂房五层西、7#厂房7栋3层东侧、西侧,广东省深圳市南山区北环大道高发科技园飞荣达大厦,518055,王燕,0755-86083167,0755-86081689,frdzq@frd.cn,马蕾,9.14403E+17,113.9745838,22.55638489,,深圳市飞荣达科技股份有限公司,马飞,1994/1/22 0:00,,100000000,www.frd.cn
10261283,2.01E+11,300603,立昂技术,2017/12/31,软件和信息技术服务业,I65,新疆维吾尔自治区乌鲁木齐市经济开发区喀什西路545号美丽家园3层办公楼30号,新疆维吾尔自治区乌鲁木齐市经济技术开发区燕山街518号立昂技术,830000,徐嘉曼,0991-3708335,0991-3680356,xujiaman@leon.top,,9.16501E+17,87.53300293,43.88524208,,立昂技术股份有限公司,王刚,1996/1/8 0:00,,102500000,www.leon.top
